Vers,Phonétique,Syllabes
ce qu'une nous apporte une autre nous l'enlève ,s@kyn@nuzapORt|ynotR@nulAlEv,12
travail repos douleur et quelquefois un rêve,tRavajR@podul9R|ekElk@fwaze~REv,12
ah  qu'il pleure celui dont les mains acharnées,akilpl9R@s@lHi|dCleme~zaSaRne,12
s'attachant comme un lierre aux débris des années,szataSAkOme~ljER|odebRidezane,12
voit avec l'avenir s'écouler son espoir ,vwatavEklav@niR|sz|ekulesCEspwaR,12
pour moi qui n'ai point pris racine sur la terre,puRmwakinepwe~pRi|Rasin@syRlatER,12
je m'en vais sans effort comme l'herbe légère,Z@mAvEsAzefOR|kOm@lERb@leZER,12
le poëte est semblable aux oiseaux de passage,l@poEtEsAblabl|ozwazod@pasaZ,12
qui ne bâtissent point leurs nids sur le rivage,kin@batispwe~l9R|nisyRl@RivaZ,11
qui ne se posent point sur les rameaux des bois ,kin@s@pozpwe~syR|leRamodebwa,11
nonchalamment bercés sur le courant de l'onde,nCSalamAbERse|syRl@kuRAd@lCd,12
ils passent en chantant loin des bords et le monde,ilpastASAtAlwe~|debORzel@mCd,11
jamais aucune main sur la corde sonore,ZamEzokyn@me~|syRlakORd@sOnOR,12
ne guida dans ses jeux ma main novice encore ,n@gidadAseZ2|mame~nOvisAkOR,12
l'homme n'enseigne pas ce qu'inspire le ciel ,lOm@nAsEnj@pa|s@ke~spiR@l@sjEl,12
le ruisseau n'apprend pas à couler dans sa pente,l@RHisonapRApaz|akuledAsapAt,12
l'aigle à fendre les airs d'une aile indépendante,lEglafAdR@lezER|dt|ynEle~depAdAt,12
l'airain retentissant dans sa haute demeure,lERe~R@tAtisA|dAsaot@d@m9R,12
sous le marteau sacré tour à tour chante et pleure,sul@maRtosakRe|tuRatuRSAtepl9R,12
pour célébrer l'hymen la naissance ou la mort ,puRselebRelimEn|lanEsAsulamOR,12
j'étais comme ce bronze épuré par la flamme,ZetEkOm@s@bRCz|epyRepaRlaflam,12
et chaque passion en frappant sur mon âme,eSak@pasjC|AfRapAsyRmCam,12
telle durant la nuit la harpe éolienne,tEl@dyRAlanHi|laaRpeOljEn,11
mêlant au bruit des eaux sa plainte aérienne,mElAtobRHidez|osaple~taeRjEn,13
résonne d'elle-même au souffle des zéphyrs,RezOn@dtEl@mEm|osufl@dezefiR,12
le voyageur s'arrête étonné de l'entendre ,l@vwajaZ9RszaREt|etOned@lAtAdR,12
il écoute il admire et ne saurait comprendre,ilekutiladmiR|en@soREkCpRAdR,12
ma harpe fut souvent de larmes arrosée ,maaRp@fysuvA|d@laRm@zaRoze,12
mais les pleurs sont pour nous la céleste rosée ,mElepl9RsCpuRnu|laselEst@Roze,12
sous un ciel toujours pur le cœur ne mûrit pas ,suze~sjEltuZuRpyR|l@k9rn@myRipa,12
dans la coupe écrasé le jus du pampre coule,dAlakupekRaze|l@ZydypApR@kul,12
et le baume flétri sous le pied qui le foule,el@bom@fletRi|sul@pjekil@ful,12
dieu d'un souffle brûlant avait formé mon âme ,dj2dte~sufl@bRylAt|avEfORmemCam,12
tout ce qu'elle approchait s'embrasait de sa flamme,tus@kElapROSE|sz|AbRazEd@saflam,12
don fatal  et je meurs pour avoir trop aimé ,dCfataleZ@m9R|puRavwaRtRoeme,12
tout ce que j'ai touché s'est réduit en poussière ,tus@k@ZetuSe|sz|ERedHitApusjER,12
ainsi le feu du ciel tombé sur la bruyère,e~sil@f2dysjEl|tCbesyRlabRyjER,12
mais le temps   il n'est plus  mais la gloire   hé  qu'importe,mEl@tAzilnEply|mElaglwaReke~pORt,12
cet écho d'un vain son qu'un siècle à l'autre apporte,sEttekodte~ve~sC|k|e~sjEklalotRapORt,12
ce nom brillant jouet de la postérité ,s@nCbRijAZwE|d@lapOsteRite,12
vous qui de l'avenir lui promettez l'empire,vukid@lav@niR|lHipROmEtelApiR,12
écoutez cet accord que va rendre ma lyre,ekutesEttakOR|k@vaRAdR@maliR,12
ah  donnez à la mort un espoir moins frivole,adOnealamORt|e~EspwaRmwe~fRivOl,12
hé quoi  le souvenir de ce son qui s'envole,ekwal@suv@niR|d@s@sCkiszAvOl,12
autour d'un vain tombeau retentirait toujours ,otuRdte~ve~tCbo|R@tAtiREtuZuR,12
ce souffle d'un mourant quoi  c'est là de la gloire ,s@sufl@dte~muRA|kwasElad@laglwaR,12
mais vous qui promettez les temps à sa mémoire,mEvukipROmEte|letAzasamemwaR,12
j'en atteste les dieux  depuis que je respire,ZAatEst@ledj2|d@pHik@Z@REspiR,12
mes lèvres n'ont jamais prononcé sans sourire,melEvR@nCZamE|pROnCsesAsuRiR,12
ce grand nom inventé par le délire humain ,s@gRAnCe~vAte|paRl@deliRyme~,12
plus j'ai pressé ce mot plus je l'ai trouvé vide,plyZepReses@mo|plyZ@letRuvevid,12
et je l'ai rejeté comme une écorce aride,eZ@leR@Z@te|kOmynekORsaRid,12
dans le stérile espoir d'une gloire incertaine,dAl@steRilEspwaR|dt|yn@glwaRe~sERtEn,12
l'homme livre en passant au courant qui l'entraîne,lOm@livRApasAt|okuRAkilAtREn,12
un nom de jour en jour dans sa course affaibli ,e~nCd@ZuRAZuR|dAsakuRsafEbli,12
de ce brillant débris le flot du temps se joue ,d@s@bRijAdebRi|l@flodytAs@Zu,12
de siècle en siècle il flotte il avance il échoue,d@sjEklAsjEklilflOt|ilavAsileSu,12
je jette un nom de plus à ces flots sans rivage ,Z@ZEte~nCd@plyz|aseflosARivaZ,12
au gré des vents du ciel qu'il s'abîme ou surnage,ogRedevAdysjEl|k|ilszabimusyRnaZ,12
en serai-je plus grand  pourquoi  ce n'est qu'un nom,As@ReZ@plygRA|puRkwas@nEke~nC,12
le cygne qui s'envole aux voûtes éternelles,l@sinj@kiszAvOl|ovut@zetERnEl,12
amis s'informe-t-il si l'ombre de ses ailes,amisze~fORm@tsi|l|CbR@d@sezEl,11
mais pourquoi chantais-tu   demande à philomèle,mEpuRkwaSAtEty|d@mAdafilomEn,12
pourquoi durant les nuits sa douce voix se mêle,puRkwadyRAlenHi|sadus@vwas@mEl,12
au doux bruit des ruisseaux sous l'ombrage roulant,odubRHideRHisosulCbRaZ@RulA,13
je chantais mes amis comme l'homme respire,Z@SAtEmezami|kOm@lOm@REspiR,12
comme l'oiseau gémit comme le vent soupire,kOm@lwazoZemi|kOm@l@vAsupiR,12
aimer prier chanter voilà toute ma vie,emepRijeSAtevwalatut@mavi,13
mortel de tous ces biens qu'ici-bas l'homme envie,mORtEld@tussebHe~|k|isibalOmAvi,12
à l'heure des adieux je ne regrette rien ,al9R@dezadj2|Z@n@R@gREt@Rje~,12
rien que l'ardent soupir qui vers le ciel s'élance,Rje~k@laRdAsupiR|kivERl@sjElszelAs,12
l'extase de la lyre ou l'amoureux silence,lEkstaz@d@laliR|ulamuR2silAs,12
aux pieds de la beauté sentir frémir sa lyre ,opjed@labote|sAtiRfRemiRsaliR,12
voir d'accord en accord l'harmonieux délire,vwaRdtakORtAakOR|l|aRmOnj2deliR,12
couler avec le son et passer dans son sein ,kuleavEkl@sC|epasedAsCse~,12
faire pleuvoir les pleurs de ces yeux qu'on adore,fER@pl2vwaRlepl9R|d@sezj2kCadOR,12
comme au souffle des vents les larmes de l'aurore,kOmosufl@devA|lelaRm@d@lOROR,12
voir le regard plaintif de la vierge modeste,vwaRl@R@gaRple~tif|d@lavjERZ@mOdEst,12
se tourner tristement vers la voûte céleste,s@tuRnetRist@mA|vERlavut@selEst,12
comme pour s'envoler avec le son qui fuit ,kOm@puRszAvOle|avEkl@sCkifHi,12
puis retombant sur vous plein d'une chaste flamme,pHiR@tCbAsyRvu|ple~dtyn@Sast@flam,12
sous ses cils abaissés laisser briller son âme,susesilzabese|lesebRijesCam,12
voir passer sur son front l'ombre de sa pensée ,vwaRpasesyRsCfRC|l|CbR@d@sapAse,12
la parole manquer à sa bouche oppressée ,lapaROl@mAke|asabuSOpRese,12
et de ce long silence entendre enfin sortir,ed@s@lCsilAs|AtAdRAfe~sORtiR,12
ce mot qui retentit jusque dans le ciel même,s@mokiR@tAti|Zysk@dAl@sjElmEm,12
ce mot le mot des dieux et des hommes   je t'aime  ,s@mol@modedj2z|edeOm@Z@ttEm,12
un soupir  un regret  inutile parole ,e~supiRe~R@gREt|inytil@paROl,12
sur l'aile de la mort mon âme au ciel s'envole ,syRlEl@d@lamOR|mCamosjElszAvOl,12
je vais où leur instinct emporte nos désirs ,Z@vEzul9Re~ste~t|ApORt@nodeziR,12
je vais où le regard voit briller l'espérance ,Z@vEzul@R@gaR|vwabRijelEspeRAs,12
je vais où va le son qui de mon luth s'élance,Z@vEzuval@sC|kid@mClytszelAs,12
comme l'oiseau qui voit dans les ombres funèbres,kOm@lwazokivwa|dAlezCbR@fynEbR,12
la foi cet œil de l'âme a percé mes ténèbres ,lafwasEt2jd@lam|apERsemetenEbR,12
son prophétique instinct m'a révélé mon sort,sCpROfetike~ste~|m|aRevelemCsOR,12
aux champs de l'avenir combien de fois mon âme,oSAd@lav@niR|kCbje~d@fwamCam,12
s'élançant jusqu'au ciel sur des ailes de flamme,szelAsAZyskosjEl|syRdezEl@d@flam,12
n'inscrivez point de nom sur ma demeure sombre ,ne~skRivepwe~d@nC|syRmad@m9R@sCbR,12
du poids d'un monument ne chargez pas mon ombre ,dypwadte~mOnymA|n@SaRZepamCCbR,12
d'un peu de sable hélas  je ne suis point jaloux,dte~p2d@sablelas|Z@n@sHipwe~Zalu,12
laissez-moi seulement à peine assez d'espace,lesemwas9l@mAt|apEnasedtEspas,12
pour que le malheureux qui sur ma tombe passe,puRk@l@mal2R2|kisyRmatCb@pas,12
souvent dans le secret de l'ombre et du silence,suvAdAl@s@kRE|d@lCbRedysilAs,12
du gazon d'un cercueil la prière s'élance,dygazCdte~sERk9j|lapRijER@szelAs,12
et trouve l'espérance à côté de la mort,etRuv@lEspeRAs|akoted@lamOR,12
le pied sur une tombe on tient moins à la terre,l@pjesyRyn@tCb|Ctje~mwe~zalatER,12
l'horizon est moins vaste  et l'âme plus légère,lORizCEmwe~vast|elamplyleZER,11
brisez livrez aux vents aux ondes à la flamme,bRizelivReovAz|ozCd@zalaflam,12
ce luth qui n'a qu'un son pour répondre à mon âme ,s@lytkinake~sC|puRRepCdRamCam,12
celui des séraphins va frémir sous mes doigts,s@lHideseRafe~|vafRemiRsumedwa,12
bientôt vivant comme eux d'un immortel délire,bje~tovivAkOm2|dt|e~imORtEldeliR,12
je vais guider peut-être aux accords de ma lyre,Z@vEgidep2EtR|ozakORd@maliR,12
bientôt mais de la mort la main lourde et muette,bje~tomEd@lamOR|lame~luRdemHEt,12
vient de toucher la corde  elle se brise et jette,vje~d@tuSelakORd|El@s@bRizeZEt,12
un son plaintif et sourd dans le vague des airs,e~sCple~tifesuR|dAl@vag@dezER,12
mon luth glacé se tait ami prenez le vôtre ,mClytglases@tEt|amipR@nel@votR,12
et que mon âme encor passe d'un monde à l'autre,ek@mCamAkor|pas@dte~mCdalotR,12
sur un écueil battu par la vague plaintive,syRe~ek9jbaty|paRlavag@ple~tiv,12
le nautonier de loin voit blanchir sur la rive,l@notonjed@lwe~|vwablASiRsyRlaRiv,12
un tombeau près du bord par les flots déposé ,e~tCbopREdybOR|paRleflodepoze,12
le temps n'a pas encor bruni l'étroite pierre,l@tAnapazAkor|bRyniletRwat@pjER,12
et sous le vert tissu de la ronce et du lierre,esul@vERtisy|d@laRCsedyljER,12
ici gît point de nom  demandez à la terre ,isiZipwe~d@nC|d@mAdealatER,12
ce nom il est inscrit en sanglant caractère,s@nCilEte~skRit|AsAglAkaRaktER,12
des bords du tanaïs au sommet du cédar,debORdytanaisz|osOmEdysedaR,12
sur le bronze et le marbre et sur le sein des braves,syRl@bRCzel@maRbR|esyRl@se~debRav,12
et jusque dans le cœur de ces troupeaux d'esclaves,eZysk@dAl@k9r|d@setRupodtEsklav,12
depuis les deux grands noms qu'un siècle au siècle annonce,d@pHiled2gRAnC|k|e~sjEklosjEklanCs,12
jamais nom qu'ici-bas toute langue prononce,ZamEnCkisiba|tut@lAg@pROnCs,12
sur l'aile de la foudre aussi loin ne vola ,syRlEl@d@lafudR|osilwe~n@vOla,12
jamais d'aucun mortel le pied qu'un souffle efface,ZamEdtoke~mORtEl|l@pjeke~suflefas,12
n'imprima sur la terre une plus forte trace ,ne~pRimasyRlatER|yn@plyfORt@tRas,12
il est là  sous trois pas un enfant le mesure ,ilElasutRwapaz|e~AfAl@m@zyR,12
son ombre ne rend pas même un léger murmure ,sCCbR@n@RApa|mEme~leZemyRmyR,12
le pied d'un ennemi foule en paix son cercueil,l@pjedte~En@mi|fulApEsCsERk9j,12
sur ce front foudroyant le moucheron bourdonne,syRs@fRCfudRwajA|l@muS@RCbuRdOn,12
et son ombre n'entend que le bruit monotone,esCCbR@nAtA|k@l@bRHimOnOtOn,13
ne crains pas cependant ombre encore inquiète,n@kRe~pas@pAdAt|CbRAkORe~kjEt,12
que je vienne outrager ta majesté muette,k@Z@vjEnutRaZe|tamaZEstemHEt,12
non  la lyre aux tombeaux n'a jamais insulté ,nClaliRotCbo|n|aZamEze~sylte,12
la mort de tout temps fut l'asile de la gloire,lamORd@tutAfy|l|azil@d@laglwaR,12
rien ne doit jusqu'ici poursuivre une mémoire ,Rje~n@dwaZyskisi|puRsHivRyn@memwaR,12
ta tombe et ton berceau sont couverts d'un nuage,tatCbetCbERso|sCkuvERdte~nHaZ,12
mais pareil à l'éclair tu sortis d'un orage ,mEpaREjaleklER|tysORtidte~ORaZ,12
tu foudroyas le monde avant d'avoir un nom ,tyfudRwajal@mCd|avAdtavwaRe~nC,12
tel ce nil dont memphis boit les vagues fécondes,tEls@nildCmEmfis|bwalevag@fekCd,12
avant d'être nommé fait bouillonner ses ondes,avAdEtR@nOme|fEbujOnesezCd,12
les dieux étaient tombés les trônes étaient vides ,ledj2zetEtCbe|letRon@zetEvid,12
la victoire te prit sur ses ailes rapides ,laviktwaR@t@pRi|syRsezEl@Rapid,12
d'un peuple de brutus la gloire te fit roi,dte~p9pl@d@bRytys|laglwaR@t@fiRwa,12
ce siècle dont l'écume entraînait dans sa course,s@sjEkl@dClekym|AtRenEdAsakuRs,12
les mœurs les rois les dieux refoulé vers sa source,lem2RsleRwaledj2|R@fulevERsasuRs,12
tu combattis l'erreur sans regarder le nombre ,tykCbatileR9R|sAR@gaRdel@nCbR,12
pareil au fier jacob tu luttas contre une ombre ,paREjofjeZakobtylytakCtRynCbR,13
le fantôme croula sous le poids d'un mortel ,l@fAtom@kRula|sul@pwadte~mORtEl,12
et de tous ces grands noms profanateur sublime,ed@tussegRAnC|pRofanat2Rsyblim,12
tu jouas avec eux comme la main du crime,tyZwazavEk2|kOm@lame~dykRim,12
ainsi dans les accès d'un impuissant délire,e~sidAlezaksE|dt|e~e~pHisAdeliR,12
quand un siècle vieilli de ses mains se déchire,kAte~sjEkl@vjeji|d@seme~s@deSiR,12
en jetant dans ses fers un cri de liberté,AZ@tAdAsefERz|e~kRid@libERte,12
un héros tout à coup de la poudre s'élève,e~eRotutaku|d@lapudR@szelEv,12
le frappe avec son sceptre il s'éveille et le rêve,l@fRapavEksCsEptR|ilszevejel@REv,12
ah  si rendant ce sceptre à ses mains légitimes,asiRAdAs@sEptR|aseme~leZitim,12
plaçant sur ton pavois de royales victimes,plasAsyRtCpavwa|d@Rwajal@viktim,12
tes mains des saints bandeaux avaient lavé l'affront ,teme~dese~bAdoz|avElavelafRC,12
soldat vengeur des rois plus grand que ces rois même,sOldavAZ9RdeRwa|plygRAk@seRwamEm,12
de quel divin parfum de quel pur diadème,d@kEldive~paRfe~|d@kElpyRdjadEm,12
gloire honneur liberté ces mots que l'homme adore,glwaROn9RlibERte|semok@lOmadOR,12
retentissaient pour toi comme l'airain sonore,R@tAtisEpuRtwa|kOm@lERe~sOnOR,12
dont un stupide écho répète au loin le son ,dCte~stypideko|RepEtolwe~l@sC,12
de cette langue en vain ton oreille frappée,d@sEt@lAgAve~|tCOREj@fRape,12
ne comprit ici-bas que le cri de l'épée,n@kCpRitisiba|k@l@kRid@lepe,12
superbe et dédaignant ce que la terre admire,sypERbededenjA|s@k@latERadmiR,12
tu ne demandais rien au monde que l'empire,tyn@d@mAdERje~|omCd@k@lApiR,12
tu marchais tout obstacle était ton ennemi,tymaRSEtutOpstakl|etEtCEn@mi,12
ta volonté volait comme ce trait rapide,tavOlCtevOlE|kOm@s@tRERapid,12
qui va frapper le but où le regard le guide,kivafRapel@bytt|ul@R@gaRl@gid,12
jamais pour éclaircir ta royale tristesse,ZamEpuReklERsiR|taRwajal@tRistEs,12
la coupe des festins ne te versa l'ivresse ,lakup@defEste~|n@t@vERsalivREs,12
tes yeux d'une autre pourpre aimaient à s'enivrer,tezj2dtynotR@puRpR|emEtaszAnivRe,12
comme un soldat debout qui veille sous ses armes,kOme~sOldad@bu|kivEj@susezaRm,12
tu vis de la beauté le sourire ou les larmes,tyvisd@labote|l@suRiRulelaRm,12
tu n'aimais que le bruit du fer le cri d'alarmes,tynemEk@l@bRHidyfERl@kRidtalaRm,13
l'éclat resplendissant de l'aube sur les armes ,leklaREsplAdisA|d@lob@syRlezaRm,12
et ta main ne flattait que ton léger coursier,etame~n@flatE|k@tCleZekuRsje,12
quand les flots ondoyants de sa pâle crinière,kAleflozCdwajA|d@sapal@kRinjER,12
sillonnaient comme un vent la sanglante poussière,sijOnEkOme~vA|lasAglAt@pusjER,12
tu grandis sans plaisir tu tombas sans murmure,tygRAdisApleziR|tytCbasAmyRmyR,12
rien d'humain ne battait sous ton épaisse armure ,Rje~dyme~n@batE|sutCepEsaRmyR,12
sans haine et sans amour tu vivais pour penser,sAEnesAzamuR|tyvivEpuRpAse,12
comme l'aigle régnant dans un ciel solitaire,kOm@lEgl@RenjA|dAze~sjElsOlitER,12
tu n'avais qu'un regard pour mesurer la terre,tynavEke~R@gaR|puRm@zyRelatER,12
s'élancer d'un seul bond au char de la victoire ,szelAsedte~s9lbCt|oSaRd@laviktwaR,12
foudroyer l'univers des splendeurs de sa gloire ,fudRwajelynivER|desplAd9Rd@saglwaR,12
fouler d'un même pied des tribuns et des rois ,fuledte~mEm@pje|detRibe~zedeRwa,12
forger un joug trempé dans l'amour et la haine,fORZee~ZutRApe|dAlamuRelaEn,12
et faire frissonner sous le frein qui l'enchaîne,efER@fRisOne|sul@fRe~kilASEn,12
être d'un siècle entier la pensée et la vie ,EtR@dte~sjEklAtje|lapAseelavi,12
émousser le poignard décourager l'envie,emusel@pwanjaR|dekuRaZelAvi,12
ébranler raffermir l'univers incertain ,ebRAleRafERmiR|l|ynivERze~sERte~,12
aux sinistres clartés de ta foudre qui gronde,osinistR@klaRte|d@tafudR@kigRCd,12
vingt fois contre les dieux jouer le sort du monde,ve~tfwakCtR@ledj2|Zwel@sORdymCd,12
tu tombas cependant de ce sublime faîte ,tytCbas@pAdA|d@s@syblim@fEt,12
sur ce rocher désert jeté par la tempête,syRs@ROSedezER|Z@tepaRlatApEt,12
tu vis tes ennemis déchirer ton manteau ,tyvistezEn@mi|deSiRetCmAto,12
et le sort ce seul dieu qu'adora ton audace,el@sORs@s9ldj2|k|adORatCodas,12
pour dernière faveur t'accorda cet espace,puRdERnjER@fav9R|tt|akORdasEttEspas,12
oh  qui m'aurait donné d'y sonder ta pensée,okimOREdOne|dt|isCdetapAse,12
lorsque le souvenir de ta grandeur passée,lORsk@l@suv@niR|d@tagRAd9Rpase,12
venait comme un remords t'assaillir loin du bruit,v@nEkOme~R@mOR|tt|asajiRlwe~dybRHi,13
et que les bras croisés sur ta large poitrine,ek@lebRakRwaze|syRtalaRZ@pwatRin,12
sur ton front chauve et nu que la pensée incline,syRtCfRCSoveny|k@lapAsee~klin,12
tel qu'un pasteur debout sur la rive profonde,tElke~past9Rd@bu|syRlaRiv@pROfCd,12
voit son ombre de loin se prolonger sur l'onde,vwasCCbR@d@lwe~|s@pROlCZesyRlCd,12
et du fleuve orageux suivre en flottant le cours ,edyfl9vORaZ2|sHivRAflOtAl@kuR,12
tel du sommet désert de ta grandeur suprême,tEldysOmEdezER|d@tagRAd9RsypREm,12
dans l'ombre du passé te recherchant toi-même,dAlCbR@dypase|t@R@SERSAtwamEm,12
ils passaient devant toi comme des flots sublimes,ilpasEd@vAtwa|kOm@deflosyblim,12
dont l'œil voit sur les mers étinceler les cimes ,dCl2jvwasyRlemERz|ete~s@lelesim,12
ton oreille écoutait leur bruit harmonieux ,tCOREjekutE|l9RbRHiaRmOnj2,13
et d'un reflet de gloire éclairant ton visage,edte~R@flEd@glwaR|eklERAtCvizaZ,12
chaque flot t'apportait une brillante image,Sak@flottapORtEt|yn@bRijAtimaZ,12
là sur un pont tremblant tu défiais la foudre ,lasyRe~pCtRAblA|tydefjElafudR,12
là du désert sacré tu réveillais la poudre ,ladydezERsakRe|tyRevejElapudR,12
ton coursier frissonnait dans les flots du jourdain ,tCkuRsjefRisOnE|dAleflodyZuRde~,12
là tes pas abaissaient une cime escarpée ,latepazabesEt|yn@simEskaRpe,12
là tu changeais en sceptre une invincible épée,latySAZEzAsEptR|yne~ve~siblepe,12
pourquoi détournes-tu ta paupière éperdue ,puRkwadetuRn@ty|tapopjERepERdy,12
d'où vient cette pâleur sur ton front répandue ,dtuvje~sEt@pal9R|syRtCfRCRepAdy,12
qu'as-tu vu tout à coup dans l'horreur du passé ,kastyvytutaku|dAlOR9Rdypase,12
est-ce de vingt cités la ruine fumante,Es@d@ve~tsite|laRHin@fymAt,12
ou du sang des humains quelque plaine écumante ,udysAdeyme~|kElk@plEnekumAt,12
la gloire efface tout tout excepté le crime ,laglwaRefas@tu|tutEksEptel@kRim,12
mais son doigt me montrait le corps d'une victime,mEsCdwam@mCtRE|l@kORdtyn@viktim,12
un jeune homme un héros d'un sang pur inondé,e~Z9nOme~eRo|dt|e~sApyRinCde,12
le flot qui l'apportait passait passait sans cesse ,l@flokilapORtE|pasEpasEsAsEs,12
et toujours en passant la vague vengeresse,etuZuRzApasA|lavag@vAZ@REs,12
comme pour effacer une tache livide,kOm@puRefase|yn@taS@livid,12
on voyait sur son front passer sa main rapide ,CvwajEsyRsCfRC|pasesame~Rapid,12
mais la trace du sang sous son doigt renaissait ,mElatRas@dysA|susCdwaR@nEsE,12
et comme un sceau frappé par une main suprême,ekOme~sofRape|paRyn@me~sypREm,12
la goutte ineffaçable ainsi qu'un diadème,lagutinefasabl|e~sike~djadEm,12
c'est pour cela tyran que ta gloire ternie,sEpuRs@latiRA|k@taglwaR@tERni,12
fera par ton forfait douter de ton génie ,f@RapaRtCfORfE|duted@tCZeni,12
qu'une trace de sang suivra partout ton char,kyn@tRas@d@sA|sHivRapaRtutCSaR,12
et que ton nom jouet d'un éternel orage,ek@tCnCZwE|dt|e~etERnElORaZ,12
sera par l'avenir ballotté d'âge en âge,s@RapaRlav@niR|balOtedaZAaZ,12
tu mourus cependant de la mort du vulgaire,tymuRys@pAdA|d@lamORdyvylgER,12
ainsi qu'un moissonneur va chercher son salaire,e~sike~mwasOn9R|vaSERSesCsalER,12
et dort sur sa faucille avant d'être payé ,edORsyRsafosij|avAdEtR@peje,12
tu ceignis en mourant ton glaive sur ta cuisse,tysEnjizAmuRA|tCglEv@syRtakHis,12
et tu fus demander récompense ou justice,etyfyd@mAde|RekCpAsuZystis,12
on dit qu'aux derniers jours de sa longue agonie,CdikodERnjeZuR|d@salCgagOni,12
devant l'éternité seul avec son génie,d@vAletERnite|s9lavEksCZeni,12
son regard vers le ciel parut se soulever ,sCR@gaRvERl@sjEl|paRys@sul@ve,12
le signe rédempteur toucha son front farouche ,l@sinj@redApt2R|tuSasCfRCfaRuS,12
et même on entendit commencer sur sa bouche,emEmCAtAdi|kOmAsesyRsabuS,12
achève c'est le dieu qui règne et qui couronne,aSEv@sEl@dj2|kiREnjekikuROn,12
c'est le dieu qui punit c'est le dieu qui pardonne ,sEl@dj2kipyni|s|El@dj2kipaRdOn,12
pour les héros et nous il a des poids divers,puRleeRozenuz|iladepwadivER,12
parle-lui sans effroi  lui seul peut te comprendre,paRl@lHisAzefRwa|lHis9lp2t@kCpRAdR,12
l'esclave et le tyran ont tous un compte à rendre ,lEsklavel@tiRA|Ctusze~kCtaRAdR,12
son cercueil est fermé  dieu l'a jugé silence ,sCsERk9jEfERme|dj2laZyZesilAs,12
son crime et ses exploits pèsent dans la balance ,sCkRimesezEksplwa|pEzdAlabalAs,11
que des faibles mortels la main n'y touche plus ,k@defEbl@mORtEl|lame~nituS@ply,12
qui peut sonder seigneur ta clémence infinie ,kip2sCdesEnj9R|taklemAse~fini,12
et vous peuples sachez le vain prix du génie,evup9pl@saSe|l@ve~pRidyZeni,12
il est pour la pensée une heure une heure sainte,ilEpuRlapAse|9R9R@se~t,14
alors que s'enfuyant de la céleste enceinte,alORk@szAfHjAd@|laselEstAse~t,11
de l'absence du jour pour consoler les cieux,d@lapsAs@dyZuR|puRkCsOlelesj2,12
le crépuscule aux monts prolonge ses adieux,l@kRepyskylomC|pROlCZ@sezadj2,12
on voit à l'horizon sa lueur incertaine,CvwatalORizC|salH9Re~sERtEn,12
comme les bords flottants d'une robe qui traîne,kOm@lebORflOtA|dt|yn@ROb@kitREn,12
balayer lentement le firmament obscur,balejelAt@mA|l@fiRmamAtOpskyR,12
où les astres ternis revivent dans l'azur,ulezastR@tERni|R@vivdAlazyR,11
alors ces globes d'or ces îles de lumière,alORseglOb@dtOR|seil@d@lymjER,12
que cherche par instinct la rêveuse paupière,k@SERS@paRe~ste~|laREv2z@popjER,12
jaillissent par milliers de l'ombre qui s'enfuit,ZajispaRmiljed@|l|CbR@kiszAfHi,11
comme une poudre d'or sur les pas de la nuit ,kOmyn@pudR@dtOR|syRlepad@lanHi,12
et le souffle du soir qui vole sur sa trace,el@sufl@dyswaR|kivOl@syRsatRas,12
les sème en tourbillons dans le brillant espace,lesEmAtuRbijC|dAl@bRijAtEspas,12
l'œil ébloui les cherche et les perd à la fois ,l2jebluileSERS|elepERtalafwa,12
les uns semblent planer sur les cimes des bois,leze~sAblplanesyR|lesim@debwa,11
tels qu'un céleste oiseau dont les rapides ailes,tElke~selEstwazo|dCleRapid@zEl,12
font jaillir en s'ouvrant des gerbes d'étincelles,fCZajiRAszuvRA|deZERb@dtete~sEl,12
d'autres en flots brillants s'étendent dans les airs,dtotR@zAflobRijA|sz|etAddAlezER,11
comme un rocher blanchi de l'écume des mers ,kOme~ROSeblASi|d@lekym@demER,12
ceux-là comme un coursier volant dans la carrière,s2lakOme~kuRsje|vOlAdAlakaRjER,12
déroulent à longs plis leur flottante crinière ,deRultalCplil9R|flOtAt@kRinjER,11
ceux-ci sur l'horizon se penchant à demi,s2sisyRlORizC|s@pASAtad@mi,12
semblent des yeux ouverts sur le monde endormi ,sAbldezj2zuvERsyR|l@mCdAdORmi,11
tandis qu'aux bords du ciel de légères étoiles,tAdikobORdysjEl|d@leZER@zetwal,12
voguent dans cet azur comme de blanches voiles,vOgdAsEttazyRkOm@d@blAS@vwal,11
qui revenant au port d'un rivage lointain,kiR@v@nAtopOR|dt|e~RivaZ@lwe~te~,12
brillent sur l'océan aux rayons du matin,bRijsyRlOseAo|REjCdymate~,11
de ces astres de feu son plus sublime ouvrage,d@sezastR@d@f2|sCplysyblimuvRaZ,12
dieu seul connaît le nombre et la distance et l'âge ,dj2s9lkOnEl@nCbR|eladistAselaZ,12
les uns déjà vieillis pâlissent à nos yeux ,leze~deZavjeji|palistanozj2,11
d'autres se sont perdus dans les routes des cieux ,dtotR@s@sCpERdy|dAleRut@desj2,12
d'autres comme des fleurs que son souffle caresse,dtotR@kOm@defl9R|k@sCsufl@kaREs,12
lèvent un front riant de grâce et de jeunesse,lEvte~fRCRjAd@|gRased@Z9nEs,11
