Syllabe,Occurrences,Pourcentage
pla,2,0.01
ljEn,1,0.0
lit,5,0.02
fAZ,4,0.02
vEj,6,0.02
sjal,1,0.0
Zj2z,7,0.03
pjEt,1,0.0
RnE,4,0.02
sHit,5,0.02
ldit,3,0.01
Rsan,1,0.0
RzOs,1,0.0
tuS,3,0.01
kiz,2,0.01
mOm,2,0.01
RgoS,1,0.0
RtEt,5,0.02
sfEm,2,0.01
RvAt,2,0.01
tRon,9,0.04
ROs,7,0.03
lfy,5,0.02
nyt,3,0.01
taS,3,0.01
pEs,1,0.0
nHEt,1,0.0
zjER,3,0.01
sez,8,0.03
RaS,2,0.01
tRCp,1,0.0
min,3,0.01
RtaR,1,0.0
dyk,5,0.02
Rna,2,0.01
djC,1,0.0
RsiR,1,0.0
slOk,1,0.0
yl,1,0.0
bHa,1,0.0
noZ,1,0.0
zje,2,0.01
As,1,0.0
tRuv,4,0.02
sjet,2,0.01
spe,3,0.01
RbAd,1,0.0
ktiv,1,0.0
tje~t,2,0.01
tRaz,1,0.0
Rb2f,1,0.0
lzCt,2,0.01
go,1,0.0
doz,2,0.01
lan,2,0.01
flyR,1,0.0
bOn,4,0.02
RmC,1,0.0
pREm,3,0.01
zAs,2,0.01
fRik,1,0.0
Rkez,2,0.01
dAz,2,0.01
bRut,5,0.02
pR2,2,0.01
pik,5,0.02
tat,3,0.01
mj2z,3,0.01
ldaz,1,0.0
kRyz,2,0.01
RsC,4,0.02
stim,2,0.01
siR,4,0.02
RlEt,4,0.02
glAt,2,0.01
liv,1,0.0
tRaj,2,0.01
bRav,5,0.02
pRER,1,0.0
vjER,1,0.0
fiz,2,0.01
taj,10,0.04
pl2,2,0.01
tRCb,4,0.02
RCs,3,0.01
lwEt,2,0.01
ke~z,1,0.0
jom,4,0.02
ska,2,0.01
At,8,0.03
nwa,4,0.02
9R,1,0.0
tRoz,1,0.0
Zuz,1,0.0
kHEl,1,0.0
RHin,3,0.01
Rok,1,0.0
fal,1,0.0
kwe~z,1,0.0
kRal,5,0.02
saR,2,0.01
nas,2,0.01
glAz,2,0.01
Swe,2,0.01
goS,3,0.01
noz,2,0.01
mAS,2,0.01
dREz,2,0.01
ldOn,1,0.0
lOs,3,0.01
t9j,2,0.01
an,5,0.02
nys,4,0.02
RmAz,1,0.0
ldOm,1,0.0
tin,1,0.0
kaz,3,0.01
RRiR,1,0.0
sd2z,2,0.01
Rmiz,2,0.01
ljAs,1,0.0
sjEZ,2,0.01
spa,2,0.01
taz,2,0.01
bAt,1,0.0
bRAl,2,0.01
fym,2,0.01
RmOR,1,0.0
lHil,1,0.0
fbo,1,0.0
Rpas,1,0.0
mas,1,0.0
vjE,1,0.0
Es,3,0.01
soZ,1,0.0
lme,1,0.0
lif,1,0.0
kEz,1,0.0
jfo,1,0.0
ldOR,1,0.0
lsif,5,0.02
lEp,1,0.0
kyz,1,0.0
le~d,2,0.01
SwE,1,0.0
te~t,2,0.01
SEl,3,0.01
vut,2,0.01
ldik,1,0.0
lkCk,1,0.0
sfo,1,0.0
SEf,4,0.02
Rkiz,1,0.0
dyz,2,0.01
sak,3,0.01
zyv,1,0.0
gRad,2,0.01
das,2,0.01
iz,7,0.03
gAz,1,0.0
RaR,2,0.01
Ze~z,1,0.0
gRoz,1,0.0
ZEn,1,0.0
njoz,2,0.01
bez,1,0.0
taf,1,0.0
kle~,2,0.01
ss2,4,0.02
lREv,1,0.0
psC,1,0.0
man,1,0.0
Rvej,1,0.0
Sa,2,0.01
dwaz,1,0.0
fREt,2,0.01
nAz,2,0.01
lsCt,2,0.01
skez,2,0.01
djot,2,0.01
Rno,1,0.0
RRyz,1,0.0
kRy,4,0.02
pap,1,0.0
kpa,1,0.0
ne~f,2,0.01
bje,1,0.0
kwE,1,0.0
buk,1,0.0
ktaR,3,0.01
lwE,2,0.01
RSa,2,0.01
syz,3,0.01
RmER,2,0.01
lyd,1,0.0
tCd,1,0.0
pu,2,0.01
sEd,2,0.01
dyl,1,0.0
ZAs,2,0.01
pRim,1,0.0
Rnez,1,0.0
sfE,1,0.0
kRyt,1,0.0
pwe~z,2,0.01
fuR,3,0.01
vjez,1,0.0
biz,2,0.01
RsOR,1,0.0
pjEZ,3,0.01
gRij,1,0.0
gRup,3,0.01
dtER,1,0.0
liz,1,0.0
nwaz,1,0.0
djez,1,0.0
pjEs,1,0.0
Zik,2,0.01
tHA,3,0.01
dte~,1,0.0
Rjal,3,0.01
Ryd,2,0.01
vjEj,2,0.01
fRAt,3,0.01
lta,3,0.01
RyR,3,0.01
ez,1,0.0
sHis,5,0.02
dmE,1,0.0
tHE,1,0.0
RSo,1,0.0
dRCt,2,0.01
fjAs,2,0.01
lEs,4,0.02
bEj,1,0.0
dEn,4,0.02
lAS,1,0.0
gRAd,5,0.02
vaS,1,0.0
kRu,1,0.0
Rtyn,2,0.01
vuR,1,0.0
ROm,1,0.0
lfit,2,0.01
vj2z,1,0.0
tHC,1,0.0
Rjot,1,0.0
djo,1,0.0
ban,2,0.01
njyR,1,0.0
pES,1,0.0
mov,1,0.0
plAS,1,0.0
bRas,1,0.0
tak,1,0.0
RdaZ,1,0.0
tma,1,0.0
RHa,1,0.0
RlCd,3,0.01
lRal,1,0.0
pwa,6,0.02
ljEt,1,0.0
lpyR,1,0.0
vRij,1,0.0
lOt,1,0.0
mun,1,0.0
szE,3,0.01
szEt,2,0.01
kle,3,0.01
tiv,4,0.02
bRAz,1,0.0
ste~g,1,0.0
n9z,1,0.0
tR9j,1,0.0
lup,1,0.0
los,1,0.0
gREl,2,0.01
zon,1,0.0
fCs,1,0.0
RsCZ,1,0.0
Eb,1,0.0
kud,1,0.0
zy,1,0.0
vRez,2,0.01
Rviv,1,0.0
vREt,1,0.0
Rpe,1,0.0
mos,1,0.0
sit,1,0.0
tEb,2,0.01
RHit,4,0.02
bEg,1,0.0
lEl,1,0.0
spER,1,0.0
llam,1,0.0
fla,1,0.0
mAd,5,0.02
lav,3,0.01
psa,2,0.01
top,1,0.0
pe~z,1,0.0
kki,1,0.0
ZCz,1,0.0
nid,2,0.01
Rvit,1,0.0
llaS,1,0.0
l2f,1,0.0
ltOR,1,0.0
tRis,1,0.0
sCt,7,0.03
lnE,2,0.01
Rf2,1,0.0
byl,2,0.01
jfov,1,0.0
Rsim,1,0.0
Rm9R,1,0.0
tREt,1,0.0
RSEt,4,0.02
tos,1,0.0
plaZ,1,0.0
kuz,1,0.0
lmCt,1,0.0
RwE,1,0.0
kwEt,1,0.0
gE,6,0.02
sjA,2,0.01
RmAk,1,0.0
nAs,1,0.0
lon,1,0.0
u,2,0.01
nad,1,0.0
sil,1,0.0
kyn,3,0.01
RSOk,1,0.0
RSAz,1,0.0
SjCz,1,0.0
sEm,1,0.0
lmE,2,0.01
Rlaz,1,0.0
Rod,2,0.01
sjEn,1,0.0
pyl,2,0.01
RSEn,1,0.0
RSEf,1,0.0
sAd,1,0.0
saj,1,0.0
Sov,2,0.01
lna,1,0.0
twid,1,0.0
kHiR,1,0.0
tROm,2,0.01
RvC,1,0.0
Rnal,1,0.0
skiv,1,0.0
Rfe,1,0.0
plit,1,0.0
kREt,2,0.01
Rpe~,1,0.0
lmyR,1,0.0
RwaR,3,0.01
tyt,1,0.0
sHe~t,1,0.0
nj2z,2,0.01
ZwaR,1,0.0
lul,1,0.0
lsOR,1,0.0
stal,4,0.02
lfyt,2,0.01
kyv,2,0.01
Cd,1,0.0
laz,2,0.01
vOk,1,0.0
Rlil,1,0.0
sto,1,0.0
dREt,4,0.02
RfER,2,0.01
v9v,4,0.02
fROt,1,0.0
Re~t,1,0.0
pRCt,1,0.0
kiR,1,0.0
zan,1,0.0
lsCZ,2,0.01
ktA,1,0.0
puj,1,0.0
RbC,1,0.0
spOR,2,0.01
lkov,1,0.0
bav,2,0.01
sot,2,0.01
swat,4,0.02
zyn,1,0.0
Re~z,2,0.01
tna,4,0.02
RtiZ,1,0.0
Hit,1,0.0
pjOS,2,0.01
bAd,1,0.0
Rmez,1,0.0
kR2,2,0.01
pRez,1,0.0
Rat,2,0.01
diZ,2,0.01
Rdif,1,0.0
ploz,1,0.0
l2z,1,0.0
ptA,2,0.01
dom,1,0.0
flot,1,0.0
gROt,1,0.0
fjAt,4,0.02
tij,1,0.0
blCt,1,0.0
kRe~z,1,0.0
dtAZ,1,0.0
nEn,1,0.0
RnAt,1,0.0
RvEt,1,0.0
lba,1,0.0
nCs,1,0.0
fRCd,1,0.0
kav,2,0.01
bRit,1,0.0
lkyl,3,0.01
blAs,1,0.0
lkA,3,0.01
Rnak,1,0.0
sje~,1,0.0
tROs,2,0.01
Rp2,1,0.0
fwe,1,0.0
at,5,0.02
t2z,3,0.01
Ros,2,0.01
lsE,1,0.0
stat,1,0.0
faS,1,0.0
dCz,1,0.0
mOl,2,0.01
siv,2,0.01
Rl2R,1,0.0
gez,1,0.0
RvER,2,0.01
Rmij,1,0.0
spez,1,0.0
fys,1,0.0
ve~z,1,0.0
tRER,1,0.0
lmo,2,0.01
lje~,1,0.0
lmEn,1,0.0
kvu,2,0.01
boz,2,0.01
byS,1,0.0
dZOb,1,0.0
sim,2,0.01
bHe~z,1,0.0
gRe~s,1,0.0
km9R,1,0.0
RSAt,1,0.0
gRos,1,0.0
jad,1,0.0
RnEt,1,0.0
f2z,2,0.01
sta,1,0.0
njit,1,0.0
bCb,2,0.01
Zys,1,0.0
zaZ,2,0.01
dRCz,1,0.0
suz,2,0.01
vjC,1,0.0
byz,1,0.0
kus,1,0.0
bRyn,1,0.0
lmOR,1,0.0
lvER,1,0.0
ltAt,1,0.0
se~Z,1,0.0
kit,1,0.0
dOm,1,0.0
vRAs,1,0.0
glE,1,0.0
vat,1,0.0
tAZ,1,0.0
Rpaz,2,0.01
Rlo,1,0.0
lwaz,1,0.0
vEl,2,0.01
k@,2,0.01
syd,2,0.01
RHe,2,0.01
ksEz,2,0.01
Rzy,1,0.0
szil,1,0.0
flAt,1,0.0
lvA,1,0.0
ziz,1,0.0
stC,1,0.0
ik,1,0.0
AZ,2,0.01
fREl,1,0.0
RSCz,1,0.0
Reb,1,0.0
ltEt,1,0.0
zwi,1,0.0
sEk,1,0.0
laZ,2,0.01
lpy,1,0.0
lRi,1,0.0
tlas,2,0.01
ljA,1,0.0
lok,1,0.0
ZER,1,0.0
lEm,1,0.0
ZHif,1,0.0
Su,1,0.0
dOl,1,0.0
Sap,2,0.01
RHid,1,0.0
dsyR,1,0.0
gRap,1,0.0
ljCz,1,0.0
syl,1,0.0
gREn,1,0.0
RjAs,1,0.0
jEs,1,0.0
RmEz,1,0.0
kjEt,1,0.0
mij,4,0.02
byn,2,0.01
kjE,2,0.01
f9j,1,0.0
lfCt,1,0.0
kup,1,0.0
Rful,1,0.0
giz,1,0.0
buz,1,0.0
RdiR,1,0.0
lAg,1,0.0
vRit,1,0.0
Rtif,2,0.01
szA,1,0.0
SCz,1,0.0
glis,1,0.0
bal,1,0.0
bl2z,1,0.0
RnC,2,0.01
lCZ,2,0.01
stOR,1,0.0
nwiz,1,0.0
RlAg,1,0.0
RtEZ,1,0.0
iv,2,0.01
lHE,1,0.0
mez,1,0.0
flyz,1,0.0
wi,1,0.0
tjez,1,0.0
dil,1,0.0
spAt,1,0.0
bRe~,1,0.0
tRez,1,0.0
pse~t,1,0.0
ltER,1,0.0
RZEt,1,0.0
pROS,3,0.01
pjet,1,0.0
pj2z,1,0.0
kCz,1,0.0
dwat,3,0.01
vRC,2,0.01
glEz,1,0.0
lnEt,1,0.0
kHi,1,0.0
lpEl,1,0.0
vwe,1,0.0
tjaR,2,0.01
nja,1,0.0
djA,1,0.0
djAz,1,0.0
Rgo,1,0.0
bliz,1,0.0
fRe~,1,0.0
Rpoz,1,0.0
RSap,1,0.0
oZ,1,0.0
Zil,1,0.0
Siz,1,0.0
Raz,2,0.01
k2z,1,0.0
He,1,0.0
Rmin,1,0.0
ksE,1,0.0
jbaz,1,0.0
vAs,1,0.0
luz,1,0.0
kse~,1,0.0
lkOm,1,0.0
van,1,0.0
szAz,1,0.0
Rdiz,1,0.0
lfEt,1,0.0
mAZ,1,0.0
myn,1,0.0
ndis,1,0.0
RS@,1,0.0
n9f,1,0.0
RlAd,1,0.0
sti,1,0.0
bij,1,0.0
plEs,1,0.0
nOt,1,0.0
lCg,1,0.0
bROm,1,0.0
RpyR,1,0.0
bl9R,1,0.0
mje~,1,0.0
gRo,2,0.01
fuj,1,0.0
dHil,1,0.0
Rvoz,1,0.0
Rfo,1,0.0
ptil,1,0.0
kRCz,1,0.0
kRaS,1,0.0
Rvuz,1,0.0
vjOl,1,0.0
kRe~t,1,0.0
ksEd,1,0.0
Rse~,1,0.0
RbuS,1,0.0
tjEd,1,0.0
Rs9j,1,0.0
ZjCz,1,0.0
z2,1,0.0
bREt,1,0.0
RbA,1,0.0
tR2z,1,0.0
ROn,1,0.0
RvE,1,0.0
Rg9l,1,0.0
ZwCz,1,0.0
