Syllabe,Occurrences,Pourcentage
bES,2,0.01
zwaR,1,0.0
byt,2,0.01
mEd,3,0.01
Rl9R,1,0.0
jis,1,0.0
Rwas,2,0.01
Rwaz,4,0.01
RtAt,2,0.01
nyz,3,0.01
Rtif,1,0.0
pyt,1,0.0
fR2,1,0.0
mj2z,1,0.0
RnAt,1,0.0
gOl,1,0.0
Rvy,1,0.0
RvE,1,0.0
gHij,2,0.01
vyR,1,0.0
Rsoz,1,0.0
tit,2,0.01
sme~,2,0.01
lpit,4,0.01
sti,2,0.01
RdC,6,0.02
j2R,2,0.01
fRe~,1,0.0
mHe,1,0.0
Rin,2,0.01
yn,2,0.01
Rviz,1,0.0
zym,2,0.01
dyn,2,0.01
Rlam,1,0.0
ul,1,0.0
kRaz,3,0.01
Sin,1,0.0
njOl,2,0.01
b9R,2,0.01
lnEZ,1,0.0
plin,1,0.0
val,1,0.0
RdAt,3,0.01
RdaZ,2,0.01
nHA,1,0.0
iz,3,0.01
zEt,4,0.01
tRER,3,0.01
le~z,1,0.0
pam,1,0.0
tkuz,1,0.0
ktEz,1,0.0
tRaj,3,0.01
ttAZ,1,0.0
RCp,1,0.0
Ryt,2,0.01
stym,1,0.0
nj2z,2,0.01
laz,1,0.0
kuz,1,0.0
gRo,1,0.0
dR2,7,0.02
kje,1,0.0
lsE,2,0.01
mam,2,0.01
nj9l,1,0.0
Zwis,1,0.0
Zis,1,0.0
RwE,1,0.0
mun,1,0.0
RnC,3,0.01
pwal,1,0.0
Rt9R,2,0.01
dtu,1,0.0
zOs,4,0.01
ZHif,1,0.0
sHER,2,0.01
van,1,0.0
tR2,2,0.01
SAz,2,0.01
skuR,3,0.01
Rf9j,2,0.01
ltyR,2,0.01
glEb,1,0.0
bat,1,0.0
pREn,1,0.0
fuR,1,0.0
fjA,3,0.01
zCz,3,0.01
sEj,2,0.01
fjAs,2,0.01
tol,1,0.0
sbuR,1,0.0
Rmyl,1,0.0
jyR,3,0.01
nas,2,0.01
Rom,4,0.01
kCb,6,0.02
liz,1,0.0
ban,1,0.0
tRup,1,0.0
RlER,2,0.01
tyz,1,0.0
Rol,1,0.0
pRit,5,0.02
Rk9R,2,0.01
stiZ,1,0.0
RCt,4,0.01
RvOl,2,0.01
RRut,2,0.01
fRCd,1,0.0
toz,1,0.0
zyn,1,0.0
glOb,5,0.02
stEm,4,0.01
RAp,1,0.0
Rfym,2,0.01
lad,1,0.0
blC,1,0.0
Rke,1,0.0
kyz,3,0.01
mEt,2,0.01
Rma,3,0.01
Ryn,1,0.0
RnE,1,0.0
nHa,2,0.01
sku,1,0.0
ttAz,1,0.0
RjE,1,0.0
bZEt,2,0.01
tom,3,0.01
tAs,1,0.0
pliR,5,0.02
stEz,1,0.0
skyl,2,0.01
fos,2,0.01
RCs,2,0.01
vEt,4,0.01
ZCz,2,0.01
naR,2,0.01
kaj,3,0.01
myl,1,0.0
RfER,1,0.0
Rs9j,1,0.0
Rviv,2,0.01
Rvit,1,0.0
Rdiv,2,0.01
RnA,3,0.01
dtCd,2,0.01
kpEn,2,0.01
psC,1,0.0
RZC,1,0.0
Zwe~,1,0.0
dHiz,1,0.0
ROs,1,0.0
nOs,1,0.0
djAt,2,0.01
tOm,1,0.0
klot,1,0.0
zop,1,0.0
gRav,1,0.0
lge,1,0.0
boz,4,0.01
kCt,2,0.01
sjez,2,0.01
zEz,1,0.0
RZ2,2,0.01
vEn,2,0.01
kRup,1,0.0
RZiR,1,0.0
k@,1,0.0
gam,1,0.0
RZi,3,0.01
sid,2,0.01
ksAt,1,0.0
kwE,1,0.0
dOl,1,0.0
gREn,1,0.0
RjEl,1,0.0
boS,1,0.0
glot,1,0.0
sev,2,0.01
Rl2j,1,0.0
njit,2,0.01
lab,1,0.0
mAk,3,0.01
lse~t,1,0.0
lbC,2,0.01
l2,1,0.0
Rnit,2,0.01
kOk,1,0.0
RyS,1,0.0
nij,1,0.0
kus,1,0.0
n2R,1,0.0
Rtus,1,0.0
SAZ,6,0.02
Rmil,2,0.01
Zin,2,0.01
ptik,1,0.0
t2R,3,0.01
Rtez,1,0.0
knuz,1,0.0
pREt,2,0.01
pl2,2,0.01
pAd,1,0.0
Rvuz,1,0.0
pe~z,3,0.01
ktE,1,0.0
dje,1,0.0
ROm,3,0.01
dAz,1,0.0
kid,2,0.01
RtuR,1,0.0
kRa,1,0.0
tje~t,1,0.0
RjC,1,0.0
vRez,2,0.01
lkyl,1,0.0
kle~,1,0.0
gRAz,1,0.0
RSCz,2,0.01
nOt,1,0.0
gC,1,0.0
tOR,2,0.01
pRis,5,0.02
bHe~z,1,0.0
lmiR,2,0.01
Rfo,1,0.0
Rte~z,1,0.0
bEk,1,0.0
glC,1,0.0
sta,1,0.0
j9l,2,0.01
Rdif,2,0.01
taf,3,0.01
oz,1,0.0
Rna,1,0.0
Rsa,2,0.01
jEz,1,0.0
gi,2,0.01
plan,1,0.0
liv,2,0.01
ZwAt,1,0.0
Rn2,1,0.0
ZwiR,1,0.0
jit,1,0.0
zuj,2,0.01
Rn9f,1,0.0
pR2z,1,0.0
RZER,2,0.01
lne,1,0.0
stE,2,0.01
RSEl,1,0.0
Reb,1,0.0
dRC,2,0.01
ksim,1,0.0
Sis,1,0.0
pEs,3,0.01
boR,1,0.0
RtEz,2,0.01
nw2,1,0.0
Rbol,1,0.0
lZA,1,0.0
vif,1,0.0
laR,1,0.0
kHiR,1,0.0
pse~t,1,0.0
RlCz,1,0.0
sjet,1,0.0
RfEt,2,0.01
ptiv,3,0.01
sCd,1,0.0
RtCb,1,0.0
njaZ,1,0.0
RjAt,1,0.0
kpa,2,0.01
kob,2,0.01
pRim,1,0.0
Rnez,1,0.0
Ruj,1,0.0
puj,2,0.01
RiS,1,0.0
man,1,0.0
los,1,0.0
Zgin,1,0.0
naj,1,0.0
ljez,1,0.0
bRez,1,0.0
pj2z,2,0.01
lHe,1,0.0
Rfid,3,0.01
ste~z,1,0.0
RkAZ,2,0.01
Sy,3,0.01
djal,1,0.0
nop,1,0.0
Rmas,2,0.01
noz,1,0.0
ltuS,1,0.0
bl2z,1,0.0
kot,1,0.0
Rda,1,0.0
RbE,1,0.0
fjEt,1,0.0
kCz,1,0.0
sjEZ,1,0.0
stat,1,0.0
nHe,1,0.0
szyz,2,0.01
RlOm,2,0.01
lyz,1,0.0
RSAs,1,0.0
nHiR,1,0.0
klat,1,0.0
Rlat,1,0.0
kOm,2,0.01
ltAt,1,0.0
gmA,2,0.01
baR,1,0.0
lbOR,1,0.0
Rdyz,2,0.01
ldOR,1,0.0
sES,1,0.0
fCs,2,0.01
nwiz,1,0.0
lRyd,1,0.0
gRa,1,0.0
blAz,1,0.0
Rkad,1,0.0
RbA,3,0.01
dRas,1,0.0
l@,1,0.0
z2,1,0.0
but,1,0.0
lwe,1,0.0
p2t,2,0.01
yl,2,0.01
blis,1,0.0
spAd,1,0.0
bRik,1,0.0
ltA,1,0.0
d@,1,0.0
fuj,1,0.0
Rdiz,1,0.0
RsAt,1,0.0
lfil,1,0.0
Zj2,3,0.01
tos,1,0.0
tROm,1,0.0
lwAZ,3,0.01
Az,1,0.0
loR,1,0.0
noR,1,0.0
n@,1,0.0
Rm9R,1,0.0
dRis,1,0.0
RER,2,0.01
kyR,1,0.0
Rvo,1,0.0
goR,2,0.01
nja,1,0.0
stin,1,0.0
sHiz,1,0.0
tREm,1,0.0
sis,1,0.0
ksAz,1,0.0
Rnj,1,0.0
vRa,1,0.0
djEt,1,0.0
RbaR,1,0.0
RmCt,1,0.0
pCZ,1,0.0
flAt,1,0.0
Rod,1,0.0
Sod,1,0.0
zis,1,0.0
lRul,1,0.0
Rat,1,0.0
ys,1,0.0
fot,1,0.0
Rf2z,1,0.0
klav,1,0.0
tRav,1,0.0
lZyZ,1,0.0
RHiR,2,0.01
ik,1,0.0
RSEt,1,0.0
Rfil,1,0.0
dmi,1,0.0
sj2z,2,0.01
dEs,2,0.01
tRa,1,0.0
kRe~t,1,0.0
lviR,2,0.01
aR,1,0.0
RZu,1,0.0
lse,1,0.0
ab,1,0.0
pwe~t,1,0.0
pRAt,1,0.0
dnA,1,0.0
Rvil,1,0.0
tRAp,1,0.0
dt2z,1,0.0
voz,1,0.0
plik,1,0.0
pRuv,1,0.0
ZjCz,1,0.0
RviR,1,0.0
ssA,1,0.0
REb,1,0.0
piz,1,0.0
Rfy,1,0.0
mos,1,0.0
sEz,1,0.0
blez,1,0.0
Rbyt,1,0.0
bom,1,0.0
pjeZ,1,0.0
j2z,1,0.0
AZ,1,0.0
zif,1,0.0
