Syllabe,Occurrences,Pourcentage
Sin,1,0.01
lvid,1,0.01
tig,2,0.02
RdiR,1,0.01
dmys,1,0.01
RdEt,1,0.01
vwaz,1,0.01
tys,3,0.02
gRa,2,0.02
sdi,1,0.01
byt,1,0.01
bE,1,0.01
Ryl,2,0.02
nik,2,0.02
Zje,1,0.01
vRaZ,1,0.01
Ze~,1,0.01
pRit,1,0.01
kR2,1,0.01
pRim,1,0.01
g2z,1,0.01
dRC,1,0.01
Zj2z,1,0.01
RjaZ,1,0.01
tym,1,0.01
gym,1,0.01
pwaz,1,0.01
RgC,1,0.01
lwaz,1,0.01
ssu,1,0.01
RHad,1,0.01
stAp,1,0.01
n2z,1,0.01
dRol,1,0.01
lta,1,0.01
pCt,1,0.01
kop,1,0.01
vAS,1,0.01
zj9R,1,0.01
lip,1,0.01
Rnuz,1,0.01
sku,1,0.01
pHiz,1,0.01
viz,1,0.01
g@R,1,0.01
kte,4,0.03
vaj,1,0.01
tRon,3,0.02
REm,1,0.01
dil,1,0.01
Ct,1,0.01
twal,1,0.01
vRA,1,0.01
spyt,1,0.01
dtyn,1,0.01
vje~t,1,0.01
RCz,1,0.01
vja,1,0.01
kvu,1,0.01
RmEm,1,0.01
RAz,1,0.01
lvEj,1,0.01
tuf,1,0.01
kEz,1,0.01
ski,1,0.01
kHi,1,0.01
stC,1,0.01
bRid,1,0.01
Rve~z,1,0.01
nyz,1,0.01
pe~z,1,0.01
dRi,1,0.01
vj2z,1,0.01
tRCp,2,0.02
swaz,1,0.01
jyR,1,0.01
S2,1,0.01
Rp9R,1,0.01
Rbol,1,0.01
at,1,0.01
Rb2,1,0.01
SCz,1,0.01
RdaZ,1,0.01
e~,1,0.01
tjez,1,0.01
bRyt,1,0.01
kyv,1,0.01
bRCz,1,0.01
zoS,1,0.01
kyl,1,0.01
ksim,1,0.01
mon,2,0.02
Rnas,1,0.01
glas,1,0.01
kap,1,0.01
lyR,1,0.01
dje,2,0.02
zaz,1,0.01
zjER,1,0.01
RjE,1,0.01
Rdiz,1,0.01
mOm,1,0.01
lpit,2,0.02
RlA,1,0.01
tRe~,1,0.01
RZAt,1,0.01
Rgo,2,0.02
tOm,1,0.01
Sje,1,0.01
m2R,1,0.01
dRam,1,0.01
ZyZ,1,0.01
RnEt,1,0.01
fRe~,1,0.01
fREz,1,0.01
tEz,1,0.01
tRij,1,0.01
t@R,1,0.01
Rim,1,0.01
Rin,1,0.01
pe~t,1,0.01
SjC,1,0.01
gREz,2,0.02
2R,1,0.01
jan,1,0.01
piz,1,0.01
knu,1,0.01
stim,1,0.01
aR,1,0.01
lREv,1,0.01
zjCz,1,0.01
vuR,1,0.01
nji,1,0.01
lbeR,1,0.01
pus,1,0.01
RCZ,1,0.01
plCZ,1,0.01
loR,1,0.01
bje,1,0.01
fRES,1,0.01
