Syllabe,Occurrences,Pourcentage
gwas,5,0.01
kRo,2,0.0
RtE,30,0.06
mid,10,0.02
gC,15,0.03
foz,2,0.0
RtyR,14,0.03
kluz,2,0.0
Rto,5,0.01
Swa,6,0.01
tas,2,0.0
Rvu,11,0.02
de~z,2,0.0
kRaz,4,0.01
sjAt,3,0.01
fRA,5,0.01
RkAz,1,0.0
kOm,9,0.02
glOb,5,0.01
Rtit,1,0.0
nuz,11,0.02
RCd,3,0.01
d2z,12,0.03
dRa,19,0.04
fle,12,0.03
dZin,3,0.01
vOR,6,0.01
mjEt,1,0.0
tH2z,5,0.01
gAt,4,0.01
zCz,5,0.01
ldu,1,0.0
sCz,6,0.01
RlA,13,0.03
it,2,0.0
lpAs,2,0.0
sAd,4,0.01
kyR,8,0.02
ne~f,3,0.01
le~f,1,0.0
v9v,11,0.02
gCd,1,0.0
kR2z,16,0.03
SwEt,5,0.01
kRES,2,0.0
biR,2,0.0
RsER,4,0.01
Rtut,7,0.01
RnaZ,10,0.02
kRim,33,0.07
fje,10,0.02
RbER,3,0.01
bER,6,0.01
RZez,1,0.0
spOt,4,0.01
bjER,12,0.03
zuj,2,0.0
Sos,1,0.0
lsA,3,0.01
saS,4,0.01
pRAt,2,0.0
RkCt,1,0.0
kt9R,10,0.02
ljC,37,0.08
lAp,11,0.02
vEl,7,0.01
fRaz,5,0.01
lez,13,0.03
pij,1,0.0
pil,1,0.0
Rsez,1,0.0
RkuS,2,0.0
kan,1,0.0
mas,5,0.01
RlAZ,1,0.0
p2t,6,0.01
lSAt,1,0.0
Cz,2,0.0
RCZ,4,0.01
fEz,4,0.01
mjEn,4,0.01
Rmaz,1,0.0
zEz,1,0.0
zjez,1,0.0
nwiR,6,0.01
lsC,6,0.01
kob,3,0.01
pREn,3,0.01
dRal,5,0.01
Zin,3,0.01
ple~,28,0.06
Rdyz,3,0.01
fjA,5,0.01
Rlam,4,0.01
jOn,9,0.02
lHiz,1,0.0
kCb,5,0.01
sEz,3,0.01
flES,4,0.01
lEg,1,0.0
bEg,2,0.0
sCd,6,0.01
pCd,5,0.01
bwaR,15,0.03
bEz,5,0.01
RdOR,1,0.0
RtiZ,10,0.02
gy,4,0.01
viR,13,0.03
ldi,6,0.01
klat,9,0.02
nwe,7,0.01
AZ,5,0.01
vOg,1,0.0
flyt,3,0.01
lot,4,0.01
blOk,10,0.02
dik,3,0.01
RaS,5,0.01
kREv,1,0.0
ste~z,2,0.0
Rtis,3,0.01
pwa,11,0.02
SC,3,0.01
ak,2,0.0
plAt,5,0.01
Rvil,3,0.01
RfEt,1,0.0
ktav,1,0.0
pRuv,6,0.01
gRif,12,0.03
Sat,1,0.0
mREv,1,0.0
sal,32,0.07
ltOR,2,0.0
dtAZ,4,0.01
pRim,3,0.01
lnC,1,0.0
tje~z,2,0.0
ptif,9,0.02
zjER,10,0.02
zit,10,0.02
spi,2,0.0
RSo,2,0.0
tROs,3,0.01
bit,12,0.03
ltCb,1,0.0
lse~z,1,0.0
ltA,10,0.02
kRu,2,0.0
RuZ,13,0.03
ZOl,2,0.0
RtaS,1,0.0
te~t,8,0.02
Rse~t,1,0.0
fan,1,0.0
RAZ,3,0.01
stil,5,0.01
byS,6,0.01
biz,7,0.01
lCZ,13,0.03
sme~,3,0.01
tRA,14,0.03
Zwe~,4,0.01
Rnj,1,0.0
RlAt,6,0.01
plC,4,0.01
nw2,2,0.0
sEn,6,0.01
v2z,3,0.01
dom,7,0.01
psom,3,0.01
plan,3,0.01
pOn,1,0.0
sH9R,10,0.02
lpEz,3,0.01
luS,1,0.0
stAs,4,0.01
gRAd,8,0.02
diZ,16,0.03
bi,15,0.03
njo,9,0.02
RvAS,5,0.01
mj2,20,0.04
sjez,1,0.0
bRav,9,0.02
SEz,6,0.01
sEm,9,0.02
nez,9,0.02
blOm,1,0.0
djom,1,0.0
n9f,2,0.0
lne,3,0.01
vwez,1,0.0
lpyR,2,0.0
tuz,1,0.0
das,5,0.01
nis,1,0.0
ol,1,0.0
Ryk,1,0.0
lyR,4,0.01
nj9l,2,0.0
Rik,4,0.01
Rja,6,0.01
tROf,4,0.01
dZOb,2,0.0
tip,1,0.0
bREf,1,0.0
lAg,2,0.0
lip,3,0.01
pliz,2,0.0
lvit,1,0.0
RAz,7,0.01
Rsa,14,0.03
fjez,1,0.0
dOg,1,0.0
gOg,1,0.0
sil,13,0.03
sjE,2,0.0
ZHe~,2,0.0
dEz,1,0.0
sEk,2,0.0
kat,1,0.0
dRom,1,0.0
pe~t,2,0.0
zOm,2,0.0
tREs,13,0.03
kRyS,1,0.0
RyS,2,0.0
mRAs,1,0.0
fwe~,2,0.0
tyl,2,0.0
tEj,1,0.0
sjA,5,0.01
te~z,4,0.01
fwE,3,0.01
Rtin,1,0.0
klas,3,0.01
sik,2,0.0
bRaZ,1,0.0
bRil,2,0.0
skiz,2,0.0
flEt,4,0.01
bad,1,0.0
RpyR,2,0.0
bal,4,0.01
njiR,2,0.0
Ram,6,0.01
RsAz,1,0.0
kAz,4,0.01
lli,1,0.0
lfot,3,0.01
ktif,1,0.0
djEn,2,0.0
fOn,1,0.0
Rfot,1,0.0
kRit,3,0.01
Rim,1,0.0
plo,1,0.0
mov,2,0.0
Sov,9,0.02
dRe~,1,0.0
Rkiz,3,0.01
spAs,2,0.0
zOf,4,0.01
tHit,2,0.0
bAt,2,0.0
lkCt,1,0.0
lad,7,0.01
gRad,3,0.01
f9j,9,0.02
stAz,1,0.0
kCd,9,0.02
sut,1,0.0
twat,1,0.0
RdEz,2,0.0
RHe,3,0.01
Sit,1,0.0
zuR,3,0.01
vRa,2,0.0
RSyt,1,0.0
ljE,2,0.0
Rge,1,0.0
Rfe~z,2,0.0
tRas,1,0.0
bEn,2,0.0
gHij,5,0.01
tRAs,1,0.0
kRyR,1,0.0
puz,4,0.01
blAz,6,0.01
flAb,1,0.0
fRE,12,0.03
RjEt,3,0.01
Riz,3,0.01
jfE,1,0.0
j9l,21,0.04
kjCz,1,0.0
gaZ,4,0.01
tRuv,8,0.02
Zja,3,0.01
S2,1,0.0
tj2z,2,0.0
e~,1,0.0
vjC,2,0.0
Zy,1,0.0
RHiz,1,0.0
RtAt,6,0.01
RiS,5,0.01
lZEt,2,0.0
lv2,3,0.01
ZAz,1,0.0
zOl,3,0.01
kap,3,0.01
lva,7,0.01
jmEm,1,0.0
Ze~,1,0.0
mAS,5,0.01
puR,1,0.0
nj2,2,0.0
bRut,6,0.01
fwEt,2,0.0
bEs,3,0.01
Rlu,1,0.0
g2z,3,0.01
kly,3,0.01
Rwas,1,0.0
dt2z,4,0.01
RjAz,1,0.0
Rtez,3,0.01
glis,4,0.01
lat,2,0.0
Ryz,6,0.01
za,7,0.01
nHA,1,0.0
nji,4,0.01
pRAz,2,0.0
lfas,1,0.0
gEj,1,0.0
gEp,1,0.0
sbos,1,0.0
szEm,1,0.0
Rnuz,2,0.0
Rbal,1,0.0
gREt,3,0.01
stis,16,0.03
lkA,6,0.01
ze~z,2,0.0
Swe,5,0.01
Rmo,2,0.0
fRAz,1,0.0
be~,5,0.01
RRiR,3,0.01
zuz,1,0.0
vjEj,3,0.01
tAp,2,0.0
kRiv,1,0.0
Zw9R,1,0.0
RvEj,3,0.01
gRAz,2,0.0
bOn,7,0.01
naS,4,0.01
Rtif,3,0.01
RSov,2,0.0
Rfov,4,0.01
lsER,3,0.01
Rve~,2,0.0
lCz,2,0.0
Ruz,1,0.0
Rpal,3,0.01
swaz,1,0.0
kAp,1,0.0
sfEt,2,0.0
kdAt,1,0.0
RlCd,6,0.01
SEt,7,0.01
aZ,9,0.02
ksA,6,0.01
Rta,5,0.01
ttAZ,1,0.0
SaZ,3,0.01
kys,2,0.0
RviR,6,0.01
Z2z,2,0.0
sfOR,1,0.0
ktil,2,0.0
kRe~,7,0.01
Rbat,1,0.0
Rsy,11,0.02
tRAt,6,0.01
n2R,2,0.0
bRE,2,0.0
lvE,1,0.0
stE,6,0.01
tRis,4,0.01
jyR,1,0.0
gzal,4,0.01
tis,9,0.02
soz,5,0.01
juz,2,0.0
fHiR,10,0.02
pwal,2,0.0
kse,5,0.01
RCz,10,0.02
bRCz,13,0.03
t2j,3,0.01
lOp,5,0.01
tRyS,2,0.0
mHA,3,0.01
RdEt,1,0.0
ldCk,3,0.01
RniR,2,0.0
lRyd,1,0.0
Rb2,2,0.0
Rma,3,0.01
an,8,0.02
lid,3,0.01
maZ,10,0.02
RbaR,2,0.0
pla,3,0.01
lsif,9,0.02
ljEn,1,0.0
kav,6,0.01
lit,7,0.01
kle~,4,0.01
lyZ,5,0.01
pjEt,1,0.0
RnE,6,0.01
sHit,9,0.02
ldit,3,0.01
Rsan,1,0.0
Rbit,2,0.0
Rku,2,0.0
RzOs,2,0.0
RSER,2,0.0
Rjal,7,0.01
kiz,3,0.01
Sap,8,0.02
mOm,2,0.0
RgoS,1,0.0
zAs,3,0.01
sfEm,4,0.01
vas,4,0.01
Eb,4,0.01
RvAt,7,0.01
zjA,1,0.0
lfy,5,0.01
nyt,3,0.01
nHEt,1,0.0
sez,8,0.02
bR9v,2,0.0
Sod,1,0.0
vjER,3,0.01
buZ,6,0.01
tjEn,3,0.01
RtaR,1,0.0
dyk,5,0.01
Rna,2,0.0
djC,1,0.0
pRyd,1,0.0
RsC,9,0.02
RsiR,2,0.0
slOk,1,0.0
pul,1,0.0
yl,1,0.0
bHa,1,0.0
lEd,2,0.0
tRij,1,0.0
noZ,1,0.0
fal,3,0.01
om,1,0.0
tRad,1,0.0
As,1,0.0
sjet,2,0.0
psu,3,0.01
spe,3,0.01
nij,3,0.01
RbAd,1,0.0
tje~t,2,0.0
tRaz,1,0.0
Rb2f,1,0.0
Rkad,3,0.01
RZuR,1,0.0
RvEn,1,0.0
dad,1,0.0
lzCt,2,0.0
sje~,5,0.01
kROs,5,0.01
doz,2,0.0
lan,2,0.0
HA,2,0.0
lHA,1,0.0
RnER,1,0.0
flyR,1,0.0
fRik,2,0.0
ldik,2,0.0
Rkez,2,0.0
dAz,2,0.0
pR2,2,0.0
pik,11,0.02
lEs,8,0.02
lSas,1,0.0
tat,3,0.01
mj2z,3,0.01
ldaz,1,0.0
psOn,1,0.0
kRyz,2,0.0
RnC,5,0.01
RtEn,2,0.0
stim,6,0.01
RlEt,4,0.01
glAt,4,0.01
liv,1,0.0
gat,2,0.0
SEl,4,0.01
pRER,1,0.0
pl2v,1,0.0
klym,2,0.0
fiz,2,0.0
lkuv,1,0.0
kROS,2,0.0
pl2,2,0.0
Rguj,1,0.0
gOn,3,0.01
tRCb,5,0.01
kRup,7,0.01
ke~z,1,0.0
RbOR,1,0.0
ska,3,0.01
ltik,1,0.0
sti,3,0.01
zas,1,0.0
zid,1,0.0
bzid,1,0.0
tRoz,1,0.0
Zuz,1,0.0
nap,1,0.0
kHEl,2,0.0
Rok,1,0.0
fjAs,4,0.01
kwe~z,1,0.0
saR,2,0.0
kle,5,0.01
nas,6,0.01
glAz,2,0.0
lsiv,2,0.0
t9j,3,0.01
goS,4,0.01
baj,2,0.0
dREz,2,0.0
ldOn,1,0.0
lsCZ,4,0.01
njOt,1,0.0
RmAz,1,0.0
ldOm,1,0.0
tin,4,0.01
tRus,1,0.0
dHil,2,0.0
kaz,3,0.01
sd2z,2,0.0
ptil,7,0.01
Rmiz,2,0.0
gla,2,0.0
ljAs,1,0.0
spa,3,0.01
dEm,5,0.01
taz,2,0.0
ltEs,3,0.01
ZEn,5,0.01
tym,1,0.0
nzel,1,0.0
tRap,1,0.0
bRAl,2,0.0
dER,1,0.0
dtER,3,0.01
zon,3,0.01
Rnyk,1,0.0
RmOR,1,0.0
lHil,1,0.0
fbo,1,0.0
tvER,1,0.0
fRCd,2,0.0
vjE,1,0.0
RtEj,2,0.0
soZ,1,0.0
lme,2,0.0
lif,1,0.0
fjAt,5,0.01
kEz,1,0.0
jfo,1,0.0
ldOR,3,0.01
gRos,6,0.01
lEp,1,0.0
kyz,1,0.0
le~d,2,0.0
SwE,1,0.0
Sa,5,0.01
sES,2,0.0
kus,3,0.01
sfo,1,0.0
sjEn,3,0.01
SEf,4,0.01
Rfos,2,0.0
dyz,2,0.0
sak,3,0.01
zyv,3,0.01
iz,7,0.01
dim,3,0.01
gAz,1,0.0
Ze~z,1,0.0
gRoz,1,0.0
njoz,2,0.0
bez,1,0.0
taf,1,0.0
ss2,4,0.01
psC,1,0.0
man,1,0.0
ksC,1,0.0
Rvej,1,0.0
gRan,1,0.0
dwaz,1,0.0
fREt,2,0.0
kfov,1,0.0
nAz,2,0.0
lsCt,2,0.0
tEZ,2,0.0
skez,2,0.0
staS,2,0.0
djot,2,0.0
Rno,2,0.0
RRyz,1,0.0
pap,3,0.01
kpa,1,0.0
dRol,2,0.0
flOR,1,0.0
bje,1,0.0
Rny,1,0.0
tjal,1,0.0
gRe~p,1,0.0
lwi,3,0.01
RiZ,1,0.0
kwE,2,0.0
buk,1,0.0
ktaR,3,0.01
daZ,5,0.01
lwE,2,0.0
ptyn,2,0.0
RSa,2,0.0
syz,3,0.01
lyd,1,0.0
bav,3,0.01
tCd,1,0.0
bRam,1,0.0
sip,7,0.01
zjEm,1,0.0
lsEm,3,0.01
sEd,3,0.01
lmA,1,0.0
Rlav,2,0.0
dyl,1,0.0
Rnez,1,0.0
sfE,2,0.0
kRyt,1,0.0
pwe~z,2,0.0
tos,2,0.0
vjez,1,0.0
RsOR,1,0.0
kyp,1,0.0
Zyp,1,0.0
in,1,0.0
bRe~,2,0.0
RbA,2,0.0
RdOm,3,0.01
pjEZ,9,0.02
lOt,3,0.01
plER,3,0.01
lav,11,0.02
Ez,3,0.01
nwaz,1,0.0
djez,1,0.0
pyl,4,0.01
pjEs,1,0.0
kje,1,0.0
tHA,3,0.01
dte~,1,0.0
sij,1,0.0
fRAt,4,0.01
lta,4,0.01
RyR,7,0.01
lAS,5,0.01
ez,1,0.0
sHis,5,0.01
dmE,3,0.01
tHE,1,0.0
lty,2,0.0
dRCt,2,0.0
dEn,8,0.02
ban,3,0.01
vaS,1,0.0
ROm,2,0.0
lfit,2,0.0
bREl,1,0.0
vj2z,1,0.0
RsyR,3,0.01
tHC,1,0.0
lbav,1,0.0
vAs,4,0.01
Rjot,1,0.0
djo,1,0.0
laj,1,0.0
pES,1,0.0
njal,2,0.0
Zaj,1,0.0
bRas,1,0.0
faS,2,0.0
tak,1,0.0
RdaZ,3,0.01
glOt,1,0.0
tma,1,0.0
RHa,1,0.0
Cd,2,0.0
lRal,1,0.0
ljEt,1,0.0
pRu,4,0.01
sto,3,0.01
vRij,1,0.0
fla,2,0.0
mun,1,0.0
mwEt,2,0.0
szE,3,0.01
szEt,2,0.0
lkuR,1,0.0
bRAz,1,0.0
ton,1,0.0
ste~g,1,0.0
ljEZ,1,0.0
n9z,1,0.0
tR9j,1,0.0
lup,1,0.0
RRCZ,1,0.0
los,3,0.01
lsOR,3,0.01
RsCZ,1,0.0
stC,3,0.01
tH9R,1,0.0
RbE,1,0.0
kud,1,0.0
RluR,1,0.0
zy,1,0.0
vRez,2,0.0
Rviv,1,0.0
vREt,1,0.0
mos,1,0.0
tEb,3,0.01
RHit,4,0.01
kyn,6,0.01
lEl,8,0.02
llam,1,0.0
psa,2,0.0
top,1,0.0
pe~z,1,0.0
sOt,1,0.0
gROt,3,0.01
kki,1,0.0
ZCz,1,0.0
jEs,4,0.01
nid,2,0.0
Sis,2,0.0
Rkul,2,0.0
llaS,1,0.0
l2f,1,0.0
mat,2,0.0
gmat,1,0.0
sCt,7,0.01
lnE,2,0.0
Rf2,1,0.0
byl,2,0.0
RwE,2,0.0
Rsim,1,0.0
bRik,5,0.01
Rm9R,3,0.01
suj,1,0.0
RSEt,4,0.01
lab,1,0.0
Rab,2,0.0
RgC,2,0.0
ad,1,0.0
Rjad,1,0.0
kAt,3,0.01
plaZ,3,0.01
kuz,1,0.0
Rdit,1,0.0
lmCt,2,0.0
ln2,1,0.0
kwEt,1,0.0
Rod,5,0.01
RmAk,1,0.0
nAs,1,0.0
u,2,0.0
ltyR,1,0.0
RSOk,1,0.0
RSAz,1,0.0
Rfe,3,0.01
spEs,2,0.0
SjCz,1,0.0
ZEl,1,0.0
lmE,2,0.0
Rlaz,1,0.0
RlAd,2,0.0
RZEl,1,0.0
ROt,1,0.0
lzEm,1,0.0
tAd,2,0.0
lfCs,1,0.0
dRid,1,0.0
RSEn,1,0.0
RSEf,1,0.0
Rl@,1,0.0
tna,6,0.01
lna,1,0.0
lbaj,1,0.0
Rs9l,1,0.0
kwaR,1,0.0
ltuS,1,0.0
twid,1,0.0
kHiR,2,0.0
twaZ,1,0.0
kOs,2,0.0
ksOn,1,0.0
lHa,1,0.0
tROm,2,0.0
Rnal,1,0.0
lsaZ,1,0.0
skiv,1,0.0
RbEs,1,0.0
gzos,1,0.0
RvE,2,0.0
Rv9R,1,0.0
plit,1,0.0
Rpe~,1,0.0
lfu,1,0.0
jsyR,1,0.0
jwaR,1,0.0
lmyR,1,0.0
tyt,1,0.0
Rfu,1,0.0
sHe~t,1,0.0
nj2z,2,0.0
ZwaR,1,0.0
lul,1,0.0
RdAs,1,0.0
lfyt,2,0.0
kyv,3,0.01
tlEt,1,0.0
plOR,1,0.0
laz,2,0.0
nyR,1,0.0
vOk,1,0.0
gid,1,0.0
kid,1,0.0
Rlil,1,0.0
dREt,4,0.01
nOs,1,0.0
RfER,3,0.01
ZyR,5,0.01
gRap,2,0.0
mis,2,0.0
pCs,4,0.01
fROt,1,0.0
pRCt,1,0.0
kiR,1,0.0
kRoz,1,0.0
RmuS,1,0.0
zan,1,0.0
lOZ,1,0.0
RlOZ,1,0.0
ktA,1,0.0
puj,1,0.0
spOR,2,0.0
sot,3,0.01
swat,4,0.01
zyn,1,0.0
Re~z,2,0.0
Hit,1,0.0
jEn,1,0.0
pjOS,2,0.0
gRe~s,2,0.0
vyR,1,0.0
bAd,2,0.0
Rmez,1,0.0
pRez,1,0.0
Rat,4,0.01
bin,2,0.0
jny,1,0.0
Rdif,1,0.0
ploz,1,0.0
l2z,1,0.0
ptA,2,0.0
RniS,1,0.0
niS,1,0.0
flot,1,0.0
blCt,1,0.0
fRCs,1,0.0
kRe~z,1,0.0
psEn,3,0.01
nEn,1,0.0
RpAS,1,0.0
RnAt,1,0.0
RvEt,1,0.0
ktER,1,0.0
lba,1,0.0
nCs,2,0.0
mOd,4,0.01
jOm,1,0.0
dmEt,1,0.0
RpOm,1,0.0
lkyl,4,0.01
mjOp,1,0.0
Rz2,1,0.0
Z9z,1,0.0
blAs,2,0.0
Rnak,1,0.0
Rp2,1,0.0
fwe,1,0.0
at,5,0.01
vad,1,0.0
plik,1,0.0
RREn,1,0.0
lsE,1,0.0
stat,1,0.0
djEs,1,0.0
dil,4,0.01
Rly,1,0.0
dCz,1,0.0
mOl,2,0.0
RzEv,1,0.0
Rl2R,1,0.0
vOt,1,0.0
fEs,1,0.0
gez,1,0.0
lgam,1,0.0
klAZ,1,0.0
lSom,1,0.0
ljOn,1,0.0
spez,1,0.0
fys,1,0.0
goR,1,0.0
zwi,3,0.01
ksi,1,0.0
ve~z,1,0.0
Rvis,3,0.01
lmo,2,0.0
vAZ,3,0.01
dan,2,0.0
lmEn,1,0.0
kvu,2,0.0
boz,2,0.0
dAZ,1,0.0
SOt,1,0.0
jvER,1,0.0
bHe~z,1,0.0
km9R,1,0.0
RSAt,1,0.0
gAd,1,0.0
lAd,1,0.0
jad,1,0.0
RnEt,1,0.0
yn,1,0.0
f2z,2,0.0
wi,2,0.0
mim,1,0.0
Rmim,1,0.0
sta,3,0.01
njit,1,0.0
bCb,3,0.01
Zys,1,0.0
dRCz,1,0.0
suz,2,0.0
byz,1,0.0
RtuS,1,0.0
RpiR,1,0.0
kRaZ,1,0.0
lmOR,1,0.0
mul,2,0.0
ltAt,1,0.0
sfyZ,1,0.0
se~Z,3,0.01
vAS,1,0.0
vRAs,4,0.01
glE,1,0.0
le~Z,1,0.0
Sas,1,0.0
vAd,2,0.0
bROd,1,0.0
lpOR,1,0.0
gna,1,0.0
nja,3,0.01
vat,1,0.0
zOn,1,0.0
Rys,1,0.0
Rpaz,2,0.0
lwaz,1,0.0
k@,2,0.0
syd,2,0.0
stin,1,0.0
gOd,1,0.0
ksEz,2,0.0
Rzy,1,0.0
szil,1,0.0
flAt,1,0.0
lvA,1,0.0
lf2,1,0.0
ziz,1,0.0
zij,1,0.0
lm9R,2,0.0
szA,2,0.0
kse~,2,0.0
sty,1,0.0
RSCz,1,0.0
Reb,1,0.0
ltEt,1,0.0
RsOm,1,0.0
RtEZ,2,0.0
lpy,1,0.0
lRi,1,0.0
tlas,2,0.0
ljA,1,0.0
lok,1,0.0
ZER,3,0.01
ZHif,2,0.0
Su,1,0.0
RHid,1,0.0
dsyR,1,0.0
gl9R,1,0.0
ljCz,1,0.0
syl,2,0.0
gREn,2,0.0
RjAs,1,0.0
RmEz,1,0.0
byn,2,0.0
dRA,2,0.0
lfCt,1,0.0
nCd,3,0.01
Rful,1,0.0
giz,1,0.0
lfCd,1,0.0
buz,1,0.0
RdiR,1,0.0
vRit,1,0.0
SCz,1,0.0
bl2z,1,0.0
zwaR,1,0.0
dHiz,1,0.0
sym,1,0.0
stOR,1,0.0
nwiz,1,0.0
Rse~,3,0.01
pHis,1,0.0
RlAg,1,0.0
iv,3,0.01
lHE,1,0.0
mez,1,0.0
flyz,1,0.0
tjez,1,0.0
spAt,1,0.0
tRez,1,0.0
pse~t,1,0.0
Rtym,1,0.0
RHiR,1,0.0
RZEt,1,0.0
lpAS,1,0.0
pjet,1,0.0
pj2z,1,0.0
kCz,1,0.0
dwat,3,0.01
vRC,2,0.0
glEz,2,0.0
lnEt,1,0.0
RlEd,1,0.0
kHi,1,0.0
tRik,1,0.0
skin,1,0.0
gRam,1,0.0
lpEl,1,0.0
Zoz,1,0.0
sfas,1,0.0
RfAZ,1,0.0
vwe,1,0.0
klyR,1,0.0
tjaR,2,0.0
sHE,1,0.0
Rmat,1,0.0
djA,1,0.0
dRas,1,0.0
djAz,1,0.0
Rgo,1,0.0
bliz,1,0.0
fRod,1,0.0
pRC,4,0.01
Rpoz,1,0.0
tyn,1,0.0
RSap,1,0.0
oZ,1,0.0
gRo,3,0.01
njak,1,0.0
lZAs,1,0.0
dHit,1,0.0
Rif,1,0.0
Siz,1,0.0
me~s,3,0.01
Raz,2,0.0
k2z,1,0.0
Zut,1,0.0
klaR,1,0.0
ksE,1,0.0
jbaz,1,0.0
lkOm,1,0.0
van,1,0.0
szAz,1,0.0
ul,1,0.0
Rdiz,1,0.0
lfEt,1,0.0
lvi,1,0.0
myn,1,0.0
gzA,1,0.0
ndis,1,0.0
RgER,1,0.0
RkyR,1,0.0
RS@,1,0.0
bij,1,0.0
bdik,1,0.0
psEd,1,0.0
Ed,1,0.0
plEs,1,0.0
nOt,1,0.0
lCg,1,0.0
bROm,1,0.0
tOf,1,0.0
bAk,1,0.0
bl9R,1,0.0
fuj,1,0.0
Rvoz,1,0.0
Rdis,1,0.0
Rfo,1,0.0
glEb,1,0.0
kRCz,1,0.0
kRaS,1,0.0
Rvuz,1,0.0
gRy,1,0.0
vjOl,1,0.0
vjEm,1,0.0
ksEd,1,0.0
tjEd,1,0.0
Rs9j,1,0.0
RmCt,1,0.0
jRC,1,0.0
ZjCz,1,0.0
z2,1,0.0
toR,1,0.0
bREt,1,0.0
tR2z,1,0.0
RRu,1,0.0
kER,1,0.0
boR,1,0.0
Zwe~t,1,0.0
Rg9l,1,0.0
RZyR,1,0.0
RRut,1,0.0
ZwCz,1,0.0
