Syllabe,Occurrences,Pourcentage
zid,1,0.0
bzid,1,0.0
kC,2,0.01
nap,1,0.0
dRa,7,0.03
jAs,3,0.01
fjAs,2,0.01
kle,3,0.01
Rpom,1,0.0
lta,2,0.01
Rta,1,0.0
lsiv,2,0.01
t9j,1,0.0
RZ2,1,0.0
baj,2,0.01
Rsy,7,0.03
bRe~,2,0.01
lsCZ,2,0.01
njOt,1,0.0
ke~,3,0.01
pREn,1,0.0
tin,3,0.01
tRus,1,0.0
dHil,1,0.0
gla,3,0.01
pse,3,0.01
dEm,6,0.02
RfE,3,0.01
ltEs,3,0.01
ZEn,4,0.02
tym,1,0.0
nzel,1,0.0
tRap,1,0.0
dER,1,0.0
dtER,2,0.01
zon,3,0.01
lHe,3,0.01
vje,6,0.02
Rnyk,1,0.0
nyk,1,0.0
maZ,9,0.04
tvER,1,0.0
RCd,1,0.0
fRCd,1,0.0
ge,7,0.03
fjAt,1,0.0
Ryz,3,0.01
pik,9,0.04
gRos,5,0.02
Rtut,1,0.0
Sa,4,0.02
RdER,1,0.0
sES,2,0.01
flES,2,0.01
kus,2,0.01
sjEn,3,0.01
Rfos,2,0.01
sEj,1,0.0
kiz,1,0.0
sjAs,9,0.04
njE,8,0.03
nal,7,0.03
mEs,2,0.01
dim,3,0.01
RiS,1,0.0
vEk,1,0.0
tRAt,3,0.01
ksC,1,0.0
sad,4,0.02
gRan,1,0.0
Rjo,3,0.01
ZaR,1,0.0
taZ,7,0.03
kfov,1,0.0
Rbo,4,0.02
njaR,2,0.01
fRE,6,0.02
fAs,20,0.08
tEZ,2,0.01
nj9l,1,0.0
staS,2,0.01
ple~,3,0.01
dRol,3,0.01
RkEl,1,0.0
RnA,2,0.01
flOR,1,0.0
tiz,6,0.02
Rmo,1,0.0
Rny,1,0.0
tjal,1,0.0
gRe~p,1,0.0
lwi,3,0.01
RiZ,1,0.0
RkyR,3,0.01
daZ,5,0.02
Rpik,1,0.0
bEn,1,0.0
fon,3,0.01
ldCk,1,0.0
ptyn,2,0.01
myz,7,0.03
tjC,4,0.02
bav,1,0.0
gREt,1,0.0
boS,9,0.04
ljEn,1,0.0
bRam,1,0.0
sip,7,0.03
zjEm,1,0.0
lsEm,3,0.01
Rlav,2,0.01
RnE,3,0.01
tEb,2,0.01
tos,1,0.0
kyp,1,0.0
Zyp,1,0.0
RbA,1,0.0
RdOm,3,0.01
stE,1,0.0
kse,2,0.01
Rke,1,0.0
lOt,2,0.01
plER,3,0.01
lav,8,0.03
kHEl,1,0.0
Ez,3,0.01
pyl,2,0.01
kje,1,0.0
fwE,2,0.01
klat,3,0.01
sij,1,0.0
flEt,1,0.0
lEz,9,0.04
pCp,1,0.0
lAS,4,0.02
sHis,1,0.0
pjEZ,7,0.03
ban,1,0.0
nwe,4,0.02
bREl,1,0.0
RsyR,3,0.01
lbav,1,0.0
vAs,4,0.02
pla,1,0.0
laj,1,0.0
njal,2,0.01
ROb,7,0.03
Zaj,2,0.01
kwe~,1,0.0
sEt,1,0.0
faS,1,0.0
Sin,4,0.02
pRu,5,0.02
miz,3,0.01
lak,1,0.0
Cd,1,0.0
sto,2,0.01
RdaZ,2,0.01
Rme~,2,0.01
fla,1,0.0
mwEt,2,0.01
lkuR,1,0.0
ton,1,0.0
ljEZ,1,0.0
RRCZ,1,0.0
fyz,2,0.01
bR2z,1,0.0
lsOR,2,0.01
stC,2,0.01
tH9R,1,0.0
dEn,4,0.02
RbE,2,0.01
RluR,1,0.0
sfEt,1,0.0
RzOs,2,0.01
tRE,6,0.02
RpEn,1,0.0
tRal,1,0.0
jiR,3,0.01
kyn,4,0.02
ju,2,0.01
blE,2,0.01
sOt,1,0.0
gROt,2,0.01
jEs,3,0.01
Sis,2,0.01
vREs,4,0.02
Rkul,2,0.01
nim,1,0.0
ktER,2,0.01
nw2,1,0.0
mat,2,0.01
gmat,1,0.0
RwE,1,0.0
spOt,2,0.01
bRik,5,0.02
suj,1,0.0
miR,4,0.02
s2,3,0.01
lab,1,0.0
Rab,2,0.01
RgC,2,0.01
lit,2,0.01
ad,1,0.0
Rjad,1,0.0
kAt,3,0.01
Rdit,1,0.0
los,2,0.01
ln2,1,0.0
tRe~,3,0.01
Rod,3,0.01
ltyR,1,0.0
lEl,7,0.03
dtu,1,0.0
Rfe,2,0.01
lva,2,0.01
kRe~,1,0.0
spEs,2,0.01
ZEl,1,0.0
vRAs,4,0.02
mEt,5,0.02
RmEt,1,0.0
sEd,1,0.0
plat,1,0.0
ska,1,0.0
Rvag,1,0.0
RlAd,1,0.0
RZEl,1,0.0
ROt,1,0.0
lzEm,1,0.0
tAd,2,0.01
lfCs,1,0.0
tig,2,0.01
dRid,1,0.0
stim,4,0.02
Rl@,1,0.0
tna,2,0.01
se~Z,4,0.02
plAt,3,0.01
blAt,1,0.0
lbaj,1,0.0
Rs9l,1,0.0
RsiR,1,0.0
kwaR,1,0.0
ltuS,1,0.0
twaZ,1,0.0
kOs,2,0.01
ksOn,1,0.0
lHa,1,0.0
sEz,1,0.0
lsaZ,1,0.0
lvC,1,0.0
lpas,2,0.01
bEs,1,0.0
RbEs,1,0.0
gzos,1,0.0
RvE,1,0.0
Rv9R,1,0.0
nj2,1,0.0
plaZ,2,0.01
lfu,1,0.0
jsyR,1,0.0
jwaR,1,0.0
Rfu,1,0.0
RdAs,1,0.0
Rpal,1,0.0
fCt,1,0.0
tlEt,1,0.0
plOR,1,0.0
lil,1,0.0
nyR,1,0.0
gid,1,0.0
kid,1,0.0
kwe,1,0.0
lZEt,1,0.0
nOs,1,0.0
tiZ,2,0.01
ZyR,5,0.02
gRap,1,0.0
mis,2,0.01
pCs,4,0.02
kRoz,1,0.0
RmuS,1,0.0
lOZ,1,0.0
RlOZ,1,0.0
mot,1,0.0
lAt,5,0.02
gRif,4,0.02
lid,1,0.0
bZE,1,0.0
sta,3,0.01
zyv,2,0.01
kyv,2,0.01
jEn,1,0.0
gRe~s,1,0.0
vyR,1,0.0
bRES,1,0.0
ROk,1,0.0
bin,2,0.01
jny,1,0.0
Rpoz,1,0.0
klOm,1,0.0
RniS,1,0.0
niS,1,0.0
fRCs,1,0.0
RpAS,1,0.0
fHiR,1,0.0
kHiR,1,0.0
diz,4,0.02
aS,4,0.02
zCz,2,0.01
mOd,5,0.02
jOm,1,0.0
dmE,2,0.01
dmEt,1,0.0
RpOm,1,0.0
skOp,1,0.0
mjOp,1,0.0
Rz2,1,0.0
Z9z,1,0.0
Z2z,1,0.0
Rm9R,2,0.01
RlA,1,0.0
vad,2,0.01
RREn,1,0.0
kRit,2,0.01
Rno,1,0.0
djEs,1,0.0
Rop,1,0.0
dil,3,0.01
Rly,1,0.0
ZAt,1,0.0
vEt,1,0.0
lme,1,0.0
RzEv,1,0.0
jAt,3,0.01
vOt,1,0.0
sot,1,0.0
fEs,1,0.0
lgam,1,0.0
klAZ,1,0.0
lSom,1,0.0
ljOn,1,0.0
nas,4,0.02
goR,1,0.0
zwi,2,0.01
ksi,1,0.0
Rvis,3,0.01
vAZ,4,0.02
dan,2,0.01
tEz,1,0.0
bRyl,1,0.0
dAZ,1,0.0
Sil,2,0.01
SOt,1,0.0
jvER,1,0.0
spi,1,0.0
gAd,1,0.0
lAd,1,0.0
yn,1,0.0
wi,1,0.0
mim,1,0.0
Rmim,1,0.0
zwaR,2,0.01
bCb,1,0.0
RtuS,1,0.0
RpiR,1,0.0
ZwE,2,0.01
kwE,1,0.0
kRaZ,1,0.0
mul,2,0.01
SaZ,1,0.0
sfyZ,1,0.0
vAS,1,0.0
lpAS,2,0.01
le~Z,1,0.0
Sas,1,0.0
lnE,1,0.0
vAd,2,0.01
bROd,1,0.0
lpOR,1,0.0
gna,1,0.0
nja,2,0.01
zOn,1,0.0
Rys,1,0.0
lCt,1,0.0
lmCt,1,0.0
ssA,1,0.0
stin,1,0.0
ske,2,0.01
gOd,1,0.0
tROf,1,0.0
zOf,2,0.01
mni,1,0.0
mHA,1,0.0
lf2,1,0.0
ste,8,0.03
zij,1,0.0
lm9R,2,0.01
szA,1,0.0
sty,1,0.0
bRil,1,0.0
RsOm,1,0.0
RtEZ,1,0.0
lne,1,0.0
lpEz,2,0.01
bEz,1,0.0
RHiR,2,0.01
m2,2,0.01
ttAZ,1,0.0
kRab,1,0.0
gl9R,1,0.0
spa,1,0.0
dRA,2,0.01
lfCd,2,0.01
nCd,3,0.01
ldOR,2,0.01
tRo,1,0.0
dHiz,1,0.0
sym,1,0.0
Rse~,2,0.01
pHis,1,0.0
lv2,1,0.0
lZA,3,0.01
bHe~,1,0.0
fRaZ,1,0.0
iv,1,0.0
RmiR,1,0.0
sfE,1,0.0
Rtym,1,0.0
zOs,1,0.0
fRAt,1,0.0
gEj,1,0.0
RlEd,1,0.0
tRik,1,0.0
zis,1,0.0
skin,1,0.0
gRam,1,0.0
kRat,2,0.01
Zoz,1,0.0
sfas,1,0.0
ROm,1,0.0
RfAZ,1,0.0
klyR,1,0.0
pap,2,0.01
sHE,1,0.0
Rmat,1,0.0
gREn,2,0.01
tRCb,1,0.0
dRas,1,0.0
mu,1,0.0
RvA,1,0.0
fRod,1,0.0
pRC,4,0.02
nyl,1,0.0
lkyl,1,0.0
vif,1,0.0
tyn,1,0.0
gRo,1,0.0
njak,1,0.0
lZAs,1,0.0
dHit,1,0.0
ZHif,1,0.0
Rif,1,0.0
me~s,3,0.01
Zut,1,0.0
RmOR,1,0.0
Rat,2,0.01
lsC,1,0.0
bAd,1,0.0
fRik,1,0.0
ldi,1,0.0
ul,2,0.01
lvi,1,0.0
gzA,1,0.0
RgER,1,0.0
RfER,1,0.0
bdik,1,0.0
psEd,1,0.0
Ed,1,0.0
nCs,1,0.0
glEz,1,0.0
zoz,1,0.0
ZER,2,0.01
tOf,1,0.0
mAk,1,0.0
bAk,1,0.0
goS,1,0.0
Rvu,2,0.01
Rdis,1,0.0
glEb,1,0.0
gRy,1,0.0
lif,1,0.0
kt9R,2,0.01
vjEm,1,0.0
RmCt,1,0.0
jRC,1,0.0
toR,1,0.0
syl,1,0.0
ksyR,1,0.0
blAs,1,0.0
RRu,1,0.0
piz,1,0.0
kER,1,0.0
boR,1,0.0
Rda,1,0.0
pwe~t,1,0.0
Zwe~t,1,0.0
RZyR,1,0.0
RRut,1,0.0
